manifest_index,task_id,task_group,prompt_id,length_bucket,policy,status,passed,oracle_length,selected_length,selected_minus_oracle,abs_selected_minus_oracle,mask_length_source,final_source,trigger_reason,compile_passed,error_type,error_message,candidate_sha256,decode_sec,verification_sec,length_probe_sec,total_sec_including_probe
758,SingleLineInfilling/HumanEval/133/L3,HumanEval/133,L3,9-12,primary_control,ok,False,9,7,-2,2,cal_lite,,,True,UnitTestFailure,failed: This prints if this assert fails 1 (good for debugging!),213d48200c437fc7a355d938b728181479a19cbb35463fd3616375a1adefc578,1.8712453830521554,0.15320775797590613,0.28728448296897113,2.3117376239970326
759,SingleLineInfilling/HumanEval/133/L4,HumanEval/133,L4,<=8,primary_control,ok,True,4,3,-1,1,cal_lite,,,True,,,9b2c5ae317f993f3f1f8616d96e76f71a7148e6147f5844242dc358202f6d9ea,1.8475880140904337,0.14696241088677198,0.29394743114244193,2.2884978561196476
760,SingleLineInfilling/HumanEval/134/L1,HumanEval/134,L1,9-12,primary_control,ok,False,10,7,-3,3,cal_lite,,,True,UnitTestFailure,failed: ,83d731be66695190493318648d0712866e4fd18dfdbbb9ddc595fd0786976f5e,1.8541595729766414,0.14934209594503045,0.28525902098044753,2.2887606899021193
761,SingleLineInfilling/HumanEval/134/L2,HumanEval/134,L2,25+,primary_control,ok,False,28,6,-22,22,cal_lite,,,True,UnitTestFailure,failed: ,c1791c39696d141ba19596184101e7c8c5f67f1467a0d7970f44708508c0dbf1,1.8638182040303946,0.14958412887062877,0.2899832020048052,2.3033855349058285
762,SingleLineInfilling/HumanEval/136/L0,HumanEval/136,L0,13-16,primary_control,ok,True,15,15,0,0,cal_lite,,,True,,,1e33afbecf7768fe031e286323eadc07bdfa9c6c2d9262a28ff67b831aea7249,1.8879974890733138,0.14645676082000136,0.2873635821742937,2.321817832067609
763,SingleLineInfilling/HumanEval/136/L1,HumanEval/136,L1,13-16,primary_control,ok,True,15,15,0,0,cal_lite,,,True,,,53a17860cb4d15f70eafabbfa1ee8671180686b4cdb20dccc453b3322e5e8b02,1.8809265810996294,0.12400593003258109,0.27946836198680103,2.2844008731190115
764,SingleLineInfilling/HumanEval/136/L2,HumanEval/136,L2,17-24,primary_control,ok,False,21,11,-10,10,cal_lite,,,True,UnitTestFailure,failed: max() arg is an empty sequence,43feeb3a099fa646e5f1f149556c290b553d92d3d4ecf69158dfaa6461b7f5c3,1.849699079990387,0.14381940697785467,0.28658808383625,2.2801065708044916
765,SingleLineInfilling/HumanEval/137/L0,HumanEval/137,L0,9-12,primary_control,ok,True,11,11,0,0,cal_lite,,,True,,,00ba5424a7a0d3733cf1cae70c2b1aead39f3957b9e5af7e589e263d3330866b,1.8947210629703477,0.1429639869602397,0.28321510134264827,2.3209001512732357
766,SingleLineInfilling/HumanEval/137/L1,HumanEval/137,L1,17-24,primary_control,ok,True,17,16,-1,1,cal_lite,,,True,,,49164230be86e478a30d42bd2a1301ddab2ceecd1aaeb86714ff09ef499fea1b,1.9436904930043966,0.13888554589357227,0.28215114457998425,2.364727183477953
767,SingleLineInfilling/HumanEval/137/L2,HumanEval/137,L2,17-24,primary_control,ok,False,17,10,-7,7,cal_lite,,,True,UnitTestFailure,failed: 'int' object has no attribute 'replace',685dd8cc47a3b3f94dfca8704e1b39373a8012f1a766c103d6de4b1b571eda30,1.918895230977796,0.14042881305795163,0.28436635015532374,2.3436903941910714
768,SingleLineInfilling/HumanEval/137/L3,HumanEval/137,L3,13-16,primary_control,ok,False,14,11,-3,3,cal_lite,,,True,UnitTestFailure,failed: ,1d88a793eceff7199188537fade8dc84af7e45005de18570d89992cd325f049e,1.9183206249726936,0.143251993926242,0.28487019904423505,2.3464428179431707
769,SingleLineInfilling/HumanEval/137/L4,HumanEval/137,L4,13-16,primary_control,ok,True,16,20,4,4,cal_lite,,,True,,,d0318cbd5dbcea232d71702476bf9eb55d50e458985169a43926b3d0576a3e8c,1.9444326080847532,0.12415282288566232,0.2882411666214466,2.356826597591862
770,SingleLineInfilling/HumanEval/138/L0,HumanEval/138,L0,13-16,primary_control,ok,False,14,9,-5,5,cal_lite,,,True,UnitTestFailure,failed: ,1e80f181bf2de33fd402771267e56bb0470c186c74d90b7fe16bad0ff06f46b7,1.6048954190919176,0.12423458392731845,0.2843840030254796,2.0135140060447156
771,SingleLineInfilling/HumanEval/139/L0,HumanEval/139,L0,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,1166d31362ee3200459d7f73d90c9bc00963c8c62dd4b3df1395439061ed7008,1.8711619419045746,0.1479892950737849,0.2862661919789389,2.3054174289572984
772,SingleLineInfilling/HumanEval/139/L1,HumanEval/139,L1,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,70316ccc8dc0d91010339c8487ccc70147712d938f450699a4e96275aa0b9d5b,1.8696453449083492,0.13333105097990483,0.2885214304551482,2.2914978263434023
773,SingleLineInfilling/HumanEval/139/L2,HumanEval/139,L2,9-12,primary_control,ok,False,12,7,-5,5,cal_lite,,,True,UnitTestFailure,failed: Test 4,acd48279f0ccce95d85fe0940c992897d2880ba35934a1872fd5050052629d82,1.8536050700349733,0.14521036995574832,0.28917152795474976,2.2879869679454714
774,SingleLineInfilling/HumanEval/139/L3,HumanEval/139,L3,<=8,primary_control,ok,False,6,24,18,18,cal_lite,,,True,UnitTestFailure,failed: Test 4,cd90e3cfaae7e84e93e04a71f17a1aba15e19d9a924eaaffb13a6dc76a8e871b,1.8981405040249228,0.1520747859030962,0.2927644068840891,2.342979696812108
775,SingleLineInfilling/HumanEval/139/L4,HumanEval/139,L4,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,70316ccc8dc0d91010339c8487ccc70147712d938f450699a4e96275aa0b9d5b,1.8561391290277243,0.14103811897803098,0.287944762269035,2.2851220102747902
776,SingleLineInfilling/HumanEval/139/L5,HumanEval/139,L5,<=8,primary_control,ok,True,5,4,-1,1,cal_lite,,,True,,,a00007c80dfb83e6861e97fd1046f13b59120caf5c2e5f83419aad648cec6d87,1.830352928955108,0.13662230304908007,0.2863654614193365,2.2533406934235245
777,SingleLineInfilling/HumanEval/140/L0,HumanEval/140,L0,<=8,primary_control,ok,True,5,5,0,0,cal_lite,,,True,,,067943834f4089c8e4828baf2981504532b8e4e459156b9212a0dabebb036f76,1.956978798029013,0.12468247697688639,0.30213588988408446,2.383797164889984
778,SingleLineInfilling/HumanEval/140/L1,HumanEval/140,L1,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.959592210012488,0.12058227497618645,0.2886791673954576,2.368853652384132
779,SingleLineInfilling/HumanEval/140/L2,HumanEval/140,L2,9-12,primary_control,ok,True,11,12,1,1,cal_lite,,,True,,,b77460900ad4d66caf5bfdb6f064968a72db74bf0a21c31f89898a1e3a0b45d3,1.9726573569932953,0.12722333997953683,0.2884440381312743,2.3883247351041064
780,SingleLineInfilling/HumanEval/140/L3,HumanEval/140,L3,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9370439959457144,0.1406616469612345,0.27762304921634495,2.355328692123294
781,SingleLineInfilling/HumanEval/140/L4,HumanEval/140,L4,9-12,primary_control,ok,True,9,9,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9555532740196213,0.14429133792873472,0.28835386934224516,2.388198481290601
782,SingleLineInfilling/HumanEval/140/L5,HumanEval/140,L5,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9514325089985505,0.14843149203807116,0.28471696516498923,2.384580966201611
783,SingleLineInfilling/HumanEval/140/L6,HumanEval/140,L6,<=8,primary_control,ok,True,3,3,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9301150100072846,0.1439033030765131,0.2965961060253903,2.370614419109188
784,SingleLineInfilling/HumanEval/140/L7,HumanEval/140,L7,9-12,primary_control,ok,True,9,9,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9487168700434268,0.12304998212493956,0.29091568489093333,2.3626825370592996
785,SingleLineInfilling/HumanEval/140/L8,HumanEval/140,L8,9-12,primary_control,ok,False,9,13,4,4,cal_lite,,,True,UnitTestFailure,failed: This prints if this assert fails 4 (good for debugging!),e1d78a1f0558a1ed71cd608eef68bd9e62b2fa3586ae2a70bb01d910cea4906f,2.3427690990502015,0.12187005102168769,0.2962710481369868,2.760910198208876
786,SingleLineInfilling/HumanEval/140/L9,HumanEval/140,L9,9-12,primary_control,ok,True,9,9,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9572339770384133,0.13755062501877546,0.2803901460720226,2.3751747481292114
787,SingleLineInfilling/HumanEval/140/L10,HumanEval/140,L10,13-16,primary_control,ok,False,13,9,-4,4,cal_lite,,,True,UnitTestFailure,failed: This prints if this assert fails 3 (good for debugging!),77e03dd23223beffa48cd393c0a595ec0db9623d024a4aaaf277ea48ebc84337,1.9455679300008342,0.1342291170731187,0.2823533790651709,2.3621504261391237
788,SingleLineInfilling/HumanEval/140/L11,HumanEval/140,L11,<=8,primary_control,ok,True,3,9,6,6,cal_lite,,,True,,,54a7a375d8869cbe50eaefbde185b054dd446a7669e99dc08227b03c6aa922f6,2.330840904964134,0.1436543921008706,0.3073921896284446,2.7818874866934493
789,SingleLineInfilling/HumanEval/140/L12,HumanEval/140,L12,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9471931959269568,0.1520054880529642,0.2960638888180256,2.3952625727979466
790,SingleLineInfilling/HumanEval/140/L13,HumanEval/140,L13,13-16,primary_control,ok,True,13,7,-6,6,cal_lite,,,True,,,cc6abdcdd353689e3b077b738aed50ab3b85bcbb45ba871a9dae763bfe305467,1.9602167380508035,0.152867890894413,0.2955757159506902,2.4086603448959067
791,SingleLineInfilling/HumanEval/140/L14,HumanEval/140,L14,<=8,primary_control,ok,True,5,6,1,1,cal_lite,,,True,,,421020a512b2f0793dc1a101c23e68921cc0747e3b41533337436d08838837a0,1.9523838079767302,0.14621964504476637,0.29601015872322023,2.3946136117447168
792,SingleLineInfilling/HumanEval/140/L15,HumanEval/140,L15,9-12,primary_control,ok,True,9,9,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9474881609203294,0.14029033004771918,0.2936248080804944,2.381403299048543
793,SingleLineInfilling/HumanEval/140/L16,HumanEval/140,L16,<=8,primary_control,ok,True,5,5,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9628903969423845,0.14780311891809106,0.2947749327868223,2.405468448647298
794,SingleLineInfilling/HumanEval/140/L17,HumanEval/140,L17,9-12,primary_control,ok,True,9,9,0,0,cal_lite,,,True,,,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,1.9554984089918435,0.1514950110577047,0.28800435608718544,2.3949977761367336
795,SingleLineInfilling/HumanEval/140/L18,HumanEval/140,L18,<=8,primary_control,ok,True,6,10,4,4,cal_lite,,,True,,,b8d6791ae83504c3406d84504617427703e0aff52ff7216f463507f8e41f0416,2.341767876991071,0.14939955808222294,0.2855601088376716,2.7767275439109653
796,SingleLineInfilling/HumanEval/140/L19,HumanEval/140,L19,<=8,primary_control,ok,True,5,4,-1,1,cal_lite,,,True,,,6edabfc7158385938bf77f033106dee02ff34d207c919bbe12010347fea94f97,1.9345761119620875,0.14392125885933638,0.29033010627608746,2.3688274770975113
797,SingleLineInfilling/HumanEval/141/L0,HumanEval/141,L0,9-12,primary_control,ok,True,12,12,0,0,cal_lite,,,True,,,657fc2894c20a1c1923f7c2892f11f8b2f0aceb243f3ed6f21f1f8a26b9936bf,2.640996353002265,0.15003501006867737,0.3000345468753949,3.0910659099463373
798,SingleLineInfilling/HumanEval/141/L1,HumanEval/141,L1,9-12,primary_control,ok,True,10,7,-3,3,cal_lite,,,True,,,37f00ed046d991e5d4c8b8d3af06449a6f17815870ec7c7f16d8c62e69eca251,2.592062834999524,0.15390997007489204,0.29087512858677655,3.0368479336611927
799,SingleLineInfilling/HumanEval/141/L2,HumanEval/141,L2,9-12,primary_control,ok,True,9,9,0,0,cal_lite,,,True,,,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,2.6055423750076443,0.1512563299620524,0.2955957525409758,3.0523944575106725
800,SingleLineInfilling/HumanEval/141/L3,HumanEval/141,L3,<=8,primary_control,ok,True,5,5,0,0,cal_lite,,,True,,,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,2.5998880070401356,0.1579051431035623,0.29468368471134454,3.0524768348550424
801,SingleLineInfilling/HumanEval/141/L4,HumanEval/141,L4,9-12,primary_control,ok,True,10,10,0,0,cal_lite,,,True,,,558742de326614b75fd64e81a7dbd31e70e7bf423b2438292c53a5195abbe0b8,2.6263888609828427,0.14913520810659975,0.29367797006852925,3.0692020391579717
802,SingleLineInfilling/HumanEval/141/L5,HumanEval/141,L5,<=8,primary_control,ok,True,5,5,0,0,cal_lite,,,True,,,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,2.6119583080289885,0.1580078899860382,0.30056444567162544,3.070530643686652
803,SingleLineInfilling/HumanEval/141/L6,HumanEval/141,L6,9-12,primary_control,ok,True,11,11,0,0,cal_lite,,,True,,,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,2.6117176740663126,0.15503826807253063,0.30017823120579123,3.0669341733446345
804,SingleLineInfilling/HumanEval/141/L7,HumanEval/141,L7,<=8,primary_control,ok,True,5,20,15,15,cal_lite,,,True,,,658712f8e3d14fb40cf15a397444a697c957a3d187d051efb8a3b45730d10a16,2.6689848749665543,0.15493405901361257,0.28934919193852693,3.113268125918694
805,SingleLineInfilling/HumanEval/141/L8,HumanEval/141,L8,9-12,primary_control,ok,False,12,8,-4,4,cal_lite,,,True,UnitTestFailure,failed: ,1a41ee603b6b836464d1ff2482f9b8b115e0c487c6a6928dcf097cd68faaf8c8,2.596780176041648,0.15170564700383693,0.29888501099776477,3.0473708340432495
806,SingleLineInfilling/HumanEval/141/L9,HumanEval/141,L9,<=8,primary_control,ok,True,5,5,0,0,cal_lite,,,True,,,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,2.6077852949965745,0.1490393860731274,0.2914581500226632,3.048282831092365
807,SingleLineInfilling/HumanEval/141/L10,HumanEval/141,L10,17-24,primary_control,ok,False,17,7,-10,10,cal_lite,,,True,UnitTestFailure,failed: count() takes at least 1 argument (0 given),a0361bcf9027d6ed416324dee250ec060ea13638e10dea22d3948f0e34aa445e,2.4130982039496303,0.15784746198914945,0.29011461918707937,2.861060285125859
808,SingleLineInfilling/HumanEval/141/L11,HumanEval/141,L11,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,2.579544879961759,0.15332838997710496,0.3115466993767768,3.0444199693156406
809,SingleLineInfilling/HumanEval/141/L12,HumanEval/141,L12,<=8,primary_control,ok,True,5,13,8,8,cal_lite,,,True,,,e7dcc6f513162cbdead37b03fcdc675b933a69dd5ff4f905670812743a13742d,2.634263237938285,0.14322527300100774,0.2960742119466886,3.073562722885981
810,SingleLineInfilling/HumanEval/141/L13,HumanEval/141,L13,<=8,primary_control,ok,True,5,8,3,3,cal_lite,,,True,,,55fbcfd5aff9cc7cdd90ce7966bb982e0630daa39e375895d279a9124c986a7f,2.625291661010124,0.14569469110574573,0.2919040680862963,3.062890420202166
811,SingleLineInfilling/HumanEval/142/L0,HumanEval/142,L0,<=8,primary_control,ok,True,4,3,-1,1,cal_lite,,,True,,,20030e026afd375b06462fb6d5c5d14d1082d0aff950b9114cda0302648025c1,1.9229980329982936,0.15554825705476105,0.2878738121362403,2.366420102189295
812,SingleLineInfilling/HumanEval/142/L1,HumanEval/142,L1,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,15629397c7dedb17441baf4ebad86f96b4faee8e6496a5d9100fe16c2c187962,1.9346067659789696,0.15332494885660708,0.2890575152123347,2.3769892300479114
813,SingleLineInfilling/HumanEval/142/L2,HumanEval/142,L2,9-12,primary_control,ok,True,9,10,1,1,cal_lite,,,True,,,21cb8e4fdaa0ae09d89b1a3551425e0b50d4cf64132b755f8e3f1c802c85e58e,1.9349074320634827,0.1485582939349115,0.2915271404199302,2.3749928664183244
814,SingleLineInfilling/HumanEval/142/L3,HumanEval/142,L3,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,15629397c7dedb17441baf4ebad86f96b4faee8e6496a5d9100fe16c2c187962,1.926770771970041,0.15357797592878342,0.294457716983743,2.3748064648825675
815,SingleLineInfilling/HumanEval/142/L4,HumanEval/142,L4,17-24,primary_control,ok,True,17,9,-8,8,cal_lite,,,True,,,41878f8539b8a62dc401ee74c8d196cd81b60ccf2789a4191412376fe3cdad23,1.941542026004754,0.15167065896093845,0.2887424088548869,2.3819550938205793
816,SingleLineInfilling/HumanEval/142/L5,HumanEval/142,L5,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,15629397c7dedb17441baf4ebad86f96b4faee8e6496a5d9100fe16c2c187962,1.9474515919573605,0.14726787200197577,0.29094924102537334,2.3856687049847096
817,SingleLineInfilling/HumanEval/142/L6,HumanEval/142,L6,<=8,primary_control,ok,True,3,3,0,0,cal_lite,,,True,,,15629397c7dedb17441baf4ebad86f96b4faee8e6496a5d9100fe16c2c187962,1.929691749974154,0.15257668402045965,0.2909885178087279,2.3732569518033415
818,SingleLineInfilling/HumanEval/142/L7,HumanEval/142,L7,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,15629397c7dedb17441baf4ebad86f96b4faee8e6496a5d9100fe16c2c187962,1.9386716929730028,0.14737493498250842,0.28768343781121075,2.373730065766722
819,SingleLineInfilling/HumanEval/142/L8,HumanEval/142,L8,<=8,primary_control,ok,False,5,3,-2,2,cal_lite,,,True,UnitTestFailure,failed: ,975f33a4bd1144ca880abbb89c98279cace39b01be2b870905eb020bfae02747,1.9031124600442126,0.15596270107198507,0.2884064642712474,2.347481625387445
820,SingleLineInfilling/HumanEval/144/L0,HumanEval/144,L0,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,cef1e11e59eba58db94e8dc770387c3ba02a39a8a1ce760aa3129a5038673a03,1.903206745046191,0.1557234429055825,0.2881124230334535,2.347042610985227
821,SingleLineInfilling/HumanEval/144/L1,HumanEval/144,L1,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,84e4011abca02fab7306fed8d9af5853a4d18ce753f4d048672e686721bb8235,1.9130720450775698,0.14722666994202882,0.29551742516923696,2.3558161401888356
822,SingleLineInfilling/HumanEval/144/L2,HumanEval/144,L2,9-12,primary_control,ok,True,10,10,0,0,cal_lite,,,True,,,84e4011abca02fab7306fed8d9af5853a4d18ce753f4d048672e686721bb8235,1.9207017270382494,0.16001808200962842,0.2893081740476191,2.370027983095497
823,SingleLineInfilling/HumanEval/144/L3,HumanEval/144,L3,9-12,primary_control,ok,True,10,10,0,0,cal_lite,,,True,,,84e4011abca02fab7306fed8d9af5853a4d18ce753f4d048672e686721bb8235,1.9185790099436417,0.14259062299970537,0.2880519392201677,2.349221572163515
824,SingleLineInfilling/HumanEval/144/L4,HumanEval/144,L4,13-16,primary_control,ok,True,16,9,-7,7,cal_lite,,,True,,,ca67db68ee29a12369274137dbcb512bcadd1f7777b5eb0404e8b2a0a8051fcb,1.9066448860103264,0.15076196193695068,0.28381981374695897,2.341226661694236
825,SingleLineInfilling/HumanEval/144/L5,HumanEval/144,L5,<=8,primary_control,ok,True,4,11,7,7,cal_lite,,,True,,,d7f77e8bc4a8edb38ff1e3296d72e3139a13a8ba764ce57b4d2a36f4f44bfeca,1.8946382829453796,0.14476883388124406,0.2859744601882994,2.325381577014923
826,SingleLineInfilling/HumanEval/144/L6,HumanEval/144,L6,<=8,primary_control,ok,True,4,6,2,2,cal_lite,,,True,,,0cabc29c362f2d1103fdb5725e3c639af41226751cdd109616aa704900f07f60,1.9030604149447754,0.14626718300860375,0.29288451187312603,2.342212109826505
827,SingleLineInfilling/HumanEval/145/L0,HumanEval/145,L0,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,3b7967e76cfb9f7391c0df3004b5798085bb59583aa921f24c55156048ae3c91,1.8638905920088291,0.15472509700339288,0.28505053382832557,2.3036662228405476
828,SingleLineInfilling/HumanEval/145/L1,HumanEval/145,L1,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,05394cae05cc33b93aeb0b59d7c6fdcb1a96405a3d7881b61dbd13d9850f9cfd,1.873134674038738,0.1506962450221181,0.2937226389767602,2.3175535580376163
829,SingleLineInfilling/HumanEval/145/L2,HumanEval/145,L2,17-24,primary_control,ok,False,19,13,-6,6,cal_lite,,,True,UnitTestFailure,failed: invalid literal for int() with base 10: '-',214943febe0462890543e03bc43ae6fb0c165f16295234373e5d1b100690c1b2,1.8903894849354401,0.14870547805912793,0.28486983000766486,2.323964793002233
830,SingleLineInfilling/HumanEval/145/L3,HumanEval/145,L3,13-16,primary_control,ok,False,13,7,-6,6,cal_lite,,,True,UnitTestFailure,failed: unsupported operand type(s) for +: 'int' and 'str',9f7d3b72b09ccab226d6dc821571df5749befb832e3c0c5d70629ba9fd01aee4,1.8639847150770947,0.14277479785960168,0.2967086151475087,2.303468128084205
831,SingleLineInfilling/HumanEval/145/L4,HumanEval/145,L4,13-16,primary_control,ok,False,13,6,-7,7,cal_lite,,,True,UnitTestFailure,failed: ,6210abe398bafbddca434c4aa842bd56e21fa96769ee64f70d21b55a4db879f6,1.8743722189683467,0.15434938797261566,0.2881049041170627,2.316826511058025
832,SingleLineInfilling/HumanEval/145/L5,HumanEval/145,L5,<=8,primary_control,ok,True,5,5,0,0,cal_lite,,,True,,,05394cae05cc33b93aeb0b59d7c6fdcb1a96405a3d7881b61dbd13d9850f9cfd,1.8676678800256923,0.14669060497544706,0.28981062886305153,2.304169113864191
833,SingleLineInfilling/HumanEval/145/L6,HumanEval/145,L6,9-12,primary_control,ok,True,10,10,0,0,cal_lite,,,True,,,fc4da5c06f7b0ef2be67dcd14ad8c64ab51190ff465a0b7f072e12e3f6d02f47,1.8820202799979597,0.150094609009102,0.2918773910496384,2.3239922800567
834,SingleLineInfilling/HumanEval/146/L1,HumanEval/146,L1,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,1.9259305270388722,0.15843198797665536,0.2859791258815676,2.370341640897095
835,SingleLineInfilling/HumanEval/146/L2,HumanEval/146,L2,<=8,primary_control,ok,True,6,6,0,0,cal_lite,,,True,,,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,1.9135638209991157,0.15391994989477098,0.2834908600198105,2.350974630913697
836,SingleLineInfilling/HumanEval/146/L3,HumanEval/146,L3,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,1.9136285569984466,0.1542309341020882,0.2901306271087378,2.3579901182092726
837,SingleLineInfilling/HumanEval/146/L4,HumanEval/146,L4,17-24,primary_control,ok,True,19,15,-4,4,cal_lite,,,True,,,4262b2f37d2115268552e08441507806f09ca6d5d6c10193d4c028335527ffc0,1.9359699429478496,0.1538405332248658,0.2926914239069447,2.38250190007966
838,SingleLineInfilling/HumanEval/146/L5,HumanEval/146,L5,<=8,primary_control,ok,True,8,8,0,0,cal_lite,,,True,,,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,1.9211553309578449,0.1484070720616728,0.28797021019272506,2.3575326132122427
839,SingleLineInfilling/HumanEval/146/L6,HumanEval/146,L6,17-24,primary_control,ok,True,24,24,0,0,cal_lite,,,True,,,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,1.9395302779739723,0.1532201609807089,0.288275787839666,2.381026226794347
840,SingleLineInfilling/HumanEval/146/L7,HumanEval/146,L7,<=8,primary_control,ok,True,6,5,-1,1,cal_lite,,,True,,,49486d42ea1439d53281b3ccab45b4f0a2d4174c5245f1f88451084b482e9f33,1.901388171943836,0.14543163508642465,0.28710362513083965,2.3339234321611
841,SingleLineInfilling/HumanEval/146/L9,HumanEval/146,L9,<=8,primary_control,ok,True,4,3,-1,1,cal_lite,,,True,,,2eafff45177702d30b6d81c1416b4189d7e29cf42d89e5228d20e3db693f2ff6,1.8901778500294313,0.16272914304863662,0.29592256795149297,2.348829561029561
842,SingleLineInfilling/HumanEval/147/L0,HumanEval/147,L0,17-24,primary_control,ok,False,21,16,-5,5,cal_lite,,,True,UnitTestFailure,failed: ,ce2de851cbdc6da48ceb692da74bc2a47737dd41b600f99f88571886ab4ec8c9,1.9910363260423765,0.14787806989625096,0.2877216641791165,2.426636060117744
843,SingleLineInfilling/HumanEval/147/L1,HumanEval/147,L1,<=8,primary_control,ok,True,4,4,0,0,cal_lite,,,True,,,4ca09e8b1a4f2d3cf9fe96c39a437dc587815274d932a077ff4ec9ecb0224368,1.9607946260366589,0.17505967104807496,0.2954366143094376,2.4312909113941714
844,SingleLineInfilling/HumanEval/147/L2,HumanEval/147,L2,<=8,primary_control,ok,True,7,7,0,0,cal_lite,,,True,,,4ca09e8b1a4f2d3cf9fe96c39a437dc587815274d932a077ff4ec9ecb0224368,1.9633356200065464,0.17645534209441394,0.2956721622031182,2.4354631243040785
845,SingleLineInfilling/HumanEval/147/L3,HumanEval/147,L3,9-12,primary_control,ok,True,10,10,0,0,cal_lite,,,True,,,4ca09e8b1a4f2d3cf9fe96c39a437dc587815274d932a077ff4ec9ecb0224368,1.9821254858979955,0.17785418103449047,0.2931280650664121,2.453107731998898
846,SingleLineInfilling/HumanEval/147/L4,HumanEval/147,L4,9-12,primary_control,ok,True,10,10,0,0,cal_lite,,,True,,,4ca09e8b1a4f2d3cf9fe96c39a437dc587815274d932a077ff4ec9ecb0224368,1.9740259520476684,0.15990739199332893,0.2880876149283722,2.4220209589693695
847,SingleLineInfilling/HumanEval/147/L5,HumanEval/147,L5,17-24,primary_control,ok,True,18,20,2,2,cal_lite,,,True,,,66827aeb4a516fb855b43df8eea67aecf1b46a02c1ed65631b3edc8c660f3430,1.9991799730341882,0.14880920003633946,0.2951296742539853,2.443118847324513
848,SingleLineInfilling/HumanEval/147/L6,HumanEval/147,L6,13-16,primary_control,ok,True,13,13,0,0,cal_lite,,,True,,,75082b47929810d9df4068cc5b2e59409e9df3db678843bb9a05854bca9363fa,1.981624698964879,0.16883037402294576,0.28721052675973624,2.437665599747561
849,SingleLineInfilling/HumanEval/147/L7,HumanEval/147,L7,<=8,primary_control,ok,False,5,3,-2,2,cal_lite,,,True,UnitTestFailure,failed: ,546c8305e6b7e18725c26d947cf584b9b3e10e51ebe8fc0a7aeeae67f075c70a,1.9422818119637668,0.145302307093516,0.2921327168587595,2.3797168359160423
