task_id,task_group,case_pool,historical_error_type,oracle_length,oracle_sufficient_length,c_passed,c_compile_passed,c_error_type,c_hash,c_stop_reason,c_early_commit_triggered,c_actual_forward_steps,c_effective_update_steps,e_passed,e_compile_passed,e_error_type,e_hash,e_hash_changed_vs_c,e_correctness_changed_vs_c,e_compile_status_changed_vs_c,e_error_type_changed_vs_c,e_actual_forward_steps,e_effective_update_steps,f_passed,f_compile_passed,f_error_type,f_hash,f_hash_changed_vs_c,f_correctness_changed_vs_c,f_compile_status_changed_vs_c,f_error_type_changed_vs_c,f_actual_forward_steps,f_effective_update_steps,g_passed,g_compile_passed,g_error_type,g_hash,g_hash_changed_vs_c,g_correctness_changed_vs_c,g_compile_status_changed_vs_c,g_error_type_changed_vs_c,g_actual_forward_steps,g_effective_update_steps,unique_candidate_hash_count_c_efg,any_efg_passed,any_refinement_incremental_over_c,incremental_correct_actions_over_c,passing_actions,hash_changed_actions_vs_c,correctness_changed_actions_vs_c,compile_changed_actions_vs_c,error_type_changed_actions_vs_c
SingleLineInfilling/HumanEval/108/L2,HumanEval/108,missed_failed_long,UnitTestFailure,20,20,False,True,UnitTestFailure,391cc8305e7a1252a2de80ef31c0ba585d1ed55e318aff3886ba54363bf093ac,global_gap_early_commit,True,42,14,True,True,,6ff137a5ebd22ce9de442ed4927ecb6f92b6dd1a06fc68a57d2be93cf7221af5,True,True,False,True,64,20,False,True,UnitTestFailure,391cc8305e7a1252a2de80ef31c0ba585d1ed55e318aff3886ba54363bf093ac,False,False,False,False,58,2,True,True,,871bd8f28df9842878fc452c42e5aeb43cedeb1f1390e6f5ac26d1f4bc361bc6,True,True,False,True,66,4,3,True,True,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask,,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/109/L7,HumanEval/109,missed_failed_long,UnitTestFailure,18,18,False,True,UnitTestFailure,128f706f6ed8b1f6c9b0a43c799e7cdfaf2f725bd1522f2e97aa2bf303b605af,global_gap_early_commit,True,42,13,False,True,UnitTestFailure,45460b7160bb8ed3b749f1b6187241c76106481c07811ae92e6b3b544be7bd77,True,False,False,False,64,18,False,True,UnitTestFailure,128f706f6ed8b1f6c9b0a43c799e7cdfaf2f725bd1522f2e97aa2bf303b605af,False,False,False,False,58,2,False,True,UnitTestFailure,128f706f6ed8b1f6c9b0a43c799e7cdfaf2f725bd1522f2e97aa2bf303b605af,False,False,False,False,66,4,2,False,False,,,E_oracle_sufficient_no_early_commit,,,
SingleLineInfilling/HumanEval/112/L0,HumanEval/112,missed_failed_long,UnitTestFailure,19,19,True,True,,4e233a213fb20987588d20742290f03ee8724e129c7d8e1b74508d9bdb1fbcd8,global_gap_early_commit,True,57,18,True,True,,4e233a213fb20987588d20742290f03ee8724e129c7d8e1b74508d9bdb1fbcd8,False,False,False,False,64,19,True,True,,4e233a213fb20987588d20742290f03ee8724e129c7d8e1b74508d9bdb1fbcd8,False,False,False,False,73,2,True,True,,4e233a213fb20987588d20742290f03ee8724e129c7d8e1b74508d9bdb1fbcd8,False,False,False,False,81,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/113/L3,HumanEval/113,missed_failed_long,UnitTestFailure,44,44,False,True,UnitTestFailure,9cb32a957675503e43d748232733ad1ba7989ccd78b69e4ac20287ad94015bda,global_gap_early_commit,True,46,32,False,True,UnitTestFailure,7f835d0008b6dec3b1be2ede02ed8ec350629c04ba9169da7934ee85886b5a2f,True,False,False,False,64,44,False,True,UnitTestFailure,9cb32a957675503e43d748232733ad1ba7989ccd78b69e4ac20287ad94015bda,False,False,False,False,62,4,False,True,UnitTestFailure,7f835d0008b6dec3b1be2ede02ed8ec350629c04ba9169da7934ee85886b5a2f,True,False,False,False,70,8,2,False,False,,,E_oracle_sufficient_no_early_commit;G_oracle_sufficient_trace_span_remask,,,
SingleLineInfilling/HumanEval/117/L4,HumanEval/117,missed_failed_long,UnitTestFailure,21,21,True,True,,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,global_gap_early_commit,True,43,15,True,True,,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,False,False,False,False,64,21,True,True,,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,False,False,False,False,59,3,True,True,,8a021bfe7f2f49462b707da5c2269cc564b90fca0222e176e663c00ddd561604,False,False,False,False,67,5,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/118/L4,HumanEval/118,missed_failed_long,UnitTestFailure,17,17,False,True,UnitTestFailure,a2992f4fc5c4432488e499b0d2c307af485750d19ae949674c4e02d0318979a3,global_gap_early_commit,True,56,16,False,True,UnitTestFailure,a2992f4fc5c4432488e499b0d2c307af485750d19ae949674c4e02d0318979a3,False,False,False,False,64,17,False,True,UnitTestFailure,a2992f4fc5c4432488e499b0d2c307af485750d19ae949674c4e02d0318979a3,False,False,False,False,72,2,False,True,UnitTestFailure,a2992f4fc5c4432488e499b0d2c307af485750d19ae949674c4e02d0318979a3,False,False,False,False,80,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/118/L6,HumanEval/118,missed_failed_long,UnitTestFailure,24,24,False,True,UnitTestFailure,33b0e83f8d2890ac91a2f7940575e22cfcf2a84f6d6a51f382ebec12a8d59b29,global_gap_early_commit,True,41,16,False,True,UnitTestFailure,33b0e83f8d2890ac91a2f7940575e22cfcf2a84f6d6a51f382ebec12a8d59b29,False,False,False,False,64,24,False,True,UnitTestFailure,33b0e83f8d2890ac91a2f7940575e22cfcf2a84f6d6a51f382ebec12a8d59b29,False,False,False,False,57,3,False,True,UnitTestFailure,33b0e83f8d2890ac91a2f7940575e22cfcf2a84f6d6a51f382ebec12a8d59b29,False,False,False,False,65,5,1,False,False,,,,,,
SingleLineInfilling/HumanEval/119/L13,HumanEval/119,missed_failed_long,SyntaxError,20,21,False,False,SyntaxError,05762c6297c1d62c4f19181b871abe216e874197d10c0c992d9fa15a2b05670e,global_gap_early_commit,True,43,15,False,False,SyntaxError,05762c6297c1d62c4f19181b871abe216e874197d10c0c992d9fa15a2b05670e,False,False,False,False,64,21,False,False,SyntaxError,05762c6297c1d62c4f19181b871abe216e874197d10c0c992d9fa15a2b05670e,False,False,False,False,59,3,False,False,SyntaxError,05762c6297c1d62c4f19181b871abe216e874197d10c0c992d9fa15a2b05670e,False,False,False,False,67,5,1,False,False,,,,,,
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,missed_failed_long,UnitTestFailure,19,19,True,True,,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,global_gap_early_commit,True,41,13,True,True,,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,False,False,False,64,19,True,True,,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,False,False,False,57,2,True,True,,6cbcc9c7b099d9cea03533bc678c30a0e4db40e66959908aae4de53095938821,False,False,False,False,65,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,missed_failed_long,UnitTestFailure,19,19,True,True,,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,global_gap_early_commit,True,41,13,True,True,,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,False,False,False,64,19,True,True,,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,False,False,False,57,2,True,True,,f243a126cce46673e36b4dcf790ce6d7181d7affd1a493be296ddd0a61f3c6ef,False,False,False,False,65,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/126/L3,HumanEval/126,missed_failed_long,UnitTestFailure,17,17,False,True,UnitTestFailure,2596bac9255200a2ea28cefaf85c359f18a6aa3e517e9ef55a6d55433c28880b,global_gap_early_commit,True,41,12,False,True,UnitTestFailure,2596bac9255200a2ea28cefaf85c359f18a6aa3e517e9ef55a6d55433c28880b,False,False,False,False,64,17,False,True,UnitTestFailure,2596bac9255200a2ea28cefaf85c359f18a6aa3e517e9ef55a6d55433c28880b,False,False,False,False,57,2,False,True,UnitTestFailure,2596bac9255200a2ea28cefaf85c359f18a6aa3e517e9ef55a6d55433c28880b,False,False,False,False,65,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/126/L5,HumanEval/126,missed_failed_long,SyntaxError,26,26,False,True,UnitTestFailure,db57175bd871d4c1dbbdb51ad46f5fbea37cba403cb254059d4102ef8edabab9,global_gap_early_commit,True,59,25,False,True,UnitTestFailure,d38b79bbf85180ed31be82846653045cd71e58045ac38010585302fc7b0206f8,True,False,False,False,64,26,False,True,UnitTestFailure,d38b79bbf85180ed31be82846653045cd71e58045ac38010585302fc7b0206f8,True,False,False,False,75,3,False,True,UnitTestFailure,d38b79bbf85180ed31be82846653045cd71e58045ac38010585302fc7b0206f8,True,False,False,False,83,6,2,False,False,,,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,
SingleLineInfilling/HumanEval/128/L1,HumanEval/128,missed_failed_long,UnitTestFailure,29,29,False,True,UnitTestFailure,20da178cb1004787793c71f45e3ee80679742fb9f9ac7581cb4b434907d4baa0,global_gap_early_commit,True,47,22,False,True,UnitTestFailure,20da178cb1004787793c71f45e3ee80679742fb9f9ac7581cb4b434907d4baa0,False,False,False,False,64,29,False,True,UnitTestFailure,20da178cb1004787793c71f45e3ee80679742fb9f9ac7581cb4b434907d4baa0,False,False,False,False,63,3,False,True,UnitTestFailure,20da178cb1004787793c71f45e3ee80679742fb9f9ac7581cb4b434907d4baa0,False,False,False,False,71,6,1,False,False,,,,,,
SingleLineInfilling/HumanEval/130/L7,HumanEval/130,missed_failed_long,UnitTestFailure,31,31,False,True,UnitTestFailure,78952a5e9dcfc80845d3b2d13268c985cab4a53fcb5f6425d21eb774895dcd45,global_gap_early_commit,True,46,23,False,True,UnitTestFailure,78952a5e9dcfc80845d3b2d13268c985cab4a53fcb5f6425d21eb774895dcd45,False,False,False,False,64,31,False,True,UnitTestFailure,78952a5e9dcfc80845d3b2d13268c985cab4a53fcb5f6425d21eb774895dcd45,False,False,False,False,62,4,False,True,UnitTestFailure,78952a5e9dcfc80845d3b2d13268c985cab4a53fcb5f6425d21eb774895dcd45,False,False,False,False,70,7,1,False,False,,,,,,
SingleLineInfilling/HumanEval/137/L4,HumanEval/137,missed_failed_long,UnitTestFailure,17,17,False,False,SyntaxError,ba0bbe9e01e1c3bf4545b1fc944c1ae68cb0d7abcb4192fc5160792787c8a1dd,global_gap_early_commit,True,45,13,False,False,SyntaxError,f1d0b0c7aef6f499f656ce4afa3b3d53252fce8ed9eabfe7c11ad2479813fc37,True,False,False,False,64,17,False,False,SyntaxError,f1d0b0c7aef6f499f656ce4afa3b3d53252fce8ed9eabfe7c11ad2479813fc37,True,False,False,False,61,2,False,False,SyntaxError,f1d0b0c7aef6f499f656ce4afa3b3d53252fce8ed9eabfe7c11ad2479813fc37,True,False,False,False,69,4,2,False,False,,,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,
SingleLineInfilling/HumanEval/141/L10,HumanEval/141,missed_failed_long,SyntaxError,20,20,False,True,UnitTestFailure,00b764704e39d408617194209c18f3bdf6e28b1ac195829b0edd8f3dbb9cb13e,global_gap_early_commit,True,57,19,False,True,UnitTestFailure,00b764704e39d408617194209c18f3bdf6e28b1ac195829b0edd8f3dbb9cb13e,False,False,False,False,64,20,False,True,UnitTestFailure,00b764704e39d408617194209c18f3bdf6e28b1ac195829b0edd8f3dbb9cb13e,False,False,False,False,73,2,False,True,UnitTestFailure,00b764704e39d408617194209c18f3bdf6e28b1ac195829b0edd8f3dbb9cb13e,False,False,False,False,81,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,missed_failed_long,UnitTestFailure,20,20,True,True,,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,global_gap_early_commit,True,54,18,True,True,,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,False,False,False,64,20,True,True,,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,False,False,False,70,2,True,True,,2fa5b71aa928891dfc467f745f072b5a1f9899dafb1b846140a3afd774ccb6ef,False,False,False,False,78,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,UnitTestFailure,27,27,True,True,,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,global_gap_early_commit,True,41,18,True,True,,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,False,False,False,64,27,True,True,,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,False,False,False,57,3,True,True,,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,False,False,False,65,6,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/147/L0,HumanEval/147,missed_failed_long,UnitTestFailure,22,22,False,True,UnitTestFailure,d6d21886431f2fdb56346c15fc1b4f822472882fe840ba9fd77aafc458216bd4,global_gap_early_commit,True,58,21,False,True,UnitTestFailure,d6d21886431f2fdb56346c15fc1b4f822472882fe840ba9fd77aafc458216bd4,False,False,False,False,64,22,False,True,UnitTestFailure,d6d21886431f2fdb56346c15fc1b4f822472882fe840ba9fd77aafc458216bd4,False,False,False,False,74,3,False,True,UnitTestFailure,d6d21886431f2fdb56346c15fc1b4f822472882fe840ba9fd77aafc458216bd4,False,False,False,False,82,5,1,False,False,,,,,,
SingleLineInfilling/HumanEval/148/L0,HumanEval/148,missed_failed_long,UnitTestFailure,36,36,False,True,UnitTestFailure,51903404c0773f1eb855a891ef73971cbc399abeb21db34c03fae7bd60de1f9d,global_gap_early_commit,True,42,24,False,True,UnitTestFailure,51903404c0773f1eb855a891ef73971cbc399abeb21db34c03fae7bd60de1f9d,False,False,False,False,64,36,False,True,UnitTestFailure,51903404c0773f1eb855a891ef73971cbc399abeb21db34c03fae7bd60de1f9d,False,False,False,False,58,4,False,True,UnitTestFailure,51903404c0773f1eb855a891ef73971cbc399abeb21db34c03fae7bd60de1f9d,False,False,False,False,66,8,1,False,False,,,,,,
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,UnitTestFailure,18,18,True,True,,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,global_gap_early_commit,True,42,13,True,True,,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,False,False,False,64,18,True,True,,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,False,False,False,58,2,True,True,,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,False,False,False,66,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,SyntaxError,18,18,True,True,,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf,global_gap_early_commit,True,42,13,True,True,,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,True,False,False,False,64,18,True,True,,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,True,False,False,False,58,2,True,True,,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,True,False,False,False,66,4,2,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,UnitTestFailure,48,48,True,True,,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,global_gap_early_commit,True,41,31,True,True,,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,False,False,False,64,48,True,True,,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,False,False,False,57,4,True,True,,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,False,False,False,65,8,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,UnitTestFailure,41,41,True,True,,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,global_gap_early_commit,True,41,27,True,True,,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,False,False,False,64,41,True,True,,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,False,False,False,57,4,True,True,,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,False,False,False,65,8,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,UnitTestFailure,23,23,True,True,,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,global_gap_early_commit,True,42,16,True,True,,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,False,False,False,64,23,True,True,,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,False,False,False,58,3,True,True,,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,False,False,False,66,5,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,UnitTestFailure,20,20,True,True,,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,global_gap_early_commit,True,42,14,True,True,,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,False,False,False,64,20,True,True,,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,False,False,False,58,2,True,True,,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,False,False,False,66,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/32/L1,HumanEval/32,missed_failed_long,UnitTestFailure,20,20,True,True,,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,global_gap_early_commit,True,42,14,True,True,,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,False,False,False,False,64,20,True,True,,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,False,False,False,False,58,2,True,True,,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,False,False,False,False,66,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/32/L6,HumanEval/32,missed_failed_long,UnitTestFailure,20,20,False,True,UnitTestFailure,6ce9e1b487586f5ff240eefab923603a8426d20535fb1db07f83d17b5aed0f83,global_gap_early_commit,True,42,14,False,True,UnitTestFailure,6ce9e1b487586f5ff240eefab923603a8426d20535fb1db07f83d17b5aed0f83,False,False,False,False,64,20,False,True,UnitTestFailure,6ce9e1b487586f5ff240eefab923603a8426d20535fb1db07f83d17b5aed0f83,False,False,False,False,58,2,False,True,UnitTestFailure,6ce9e1b487586f5ff240eefab923603a8426d20535fb1db07f83d17b5aed0f83,False,False,False,False,66,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/39/L5,HumanEval/39,missed_failed_long,UnitTestFailure,24,24,True,True,,578ddf0f43d86ab27ce1a266b3025686495108aad31111d68b923d0e604921d3,global_gap_early_commit,True,62,24,True,True,,578ddf0f43d86ab27ce1a266b3025686495108aad31111d68b923d0e604921d3,False,False,False,False,64,24,True,True,,578ddf0f43d86ab27ce1a266b3025686495108aad31111d68b923d0e604921d3,False,False,False,False,78,3,True,True,,578ddf0f43d86ab27ce1a266b3025686495108aad31111d68b923d0e604921d3,False,False,False,False,86,5,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/40/L3,HumanEval/40,missed_failed_long,UnitTestFailure,18,18,True,True,,a35f000cd3c15467c580eb675be9aecb1bffefb2e87fdcd7fd341c02ac565727,global_gap_early_commit,True,42,13,True,True,,a35f000cd3c15467c580eb675be9aecb1bffefb2e87fdcd7fd341c02ac565727,False,False,False,False,64,18,True,True,,a35f000cd3c15467c580eb675be9aecb1bffefb2e87fdcd7fd341c02ac565727,False,False,False,False,58,2,True,True,,a35f000cd3c15467c580eb675be9aecb1bffefb2e87fdcd7fd341c02ac565727,False,False,False,False,66,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/47/L4,HumanEval/47,missed_failed_long,SyntaxError,29,29,True,True,,6ae4d587e1aad97c382b0b94ba88d21db9f2b6ef90baa86fcaae14a102cb6d8d,global_gap_early_commit,True,42,20,True,True,,6ae4d587e1aad97c382b0b94ba88d21db9f2b6ef90baa86fcaae14a102cb6d8d,False,False,False,False,64,29,True,True,,6ae4d587e1aad97c382b0b94ba88d21db9f2b6ef90baa86fcaae14a102cb6d8d,False,False,False,False,58,3,True,True,,6ae4d587e1aad97c382b0b94ba88d21db9f2b6ef90baa86fcaae14a102cb6d8d,False,False,False,False,66,6,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/48/L1,HumanEval/48,missed_failed_long,UnitTestFailure,17,17,True,True,,88104ab64a42485207b5c8d8ecbdfe6d182167e72e4f4932204193b527623e6a,global_gap_early_commit,True,52,15,True,True,,88104ab64a42485207b5c8d8ecbdfe6d182167e72e4f4932204193b527623e6a,False,False,False,False,64,17,True,True,,88104ab64a42485207b5c8d8ecbdfe6d182167e72e4f4932204193b527623e6a,False,False,False,False,68,2,True,True,,88104ab64a42485207b5c8d8ecbdfe6d182167e72e4f4932204193b527623e6a,False,False,False,False,76,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/50/L0,HumanEval/50,missed_failed_long,SyntaxError,35,35,True,True,,64f1081092cf695dda4c50fe32e019a2f2b61d244586b885fb828609934c8422,global_gap_early_commit,True,41,23,True,True,,64f1081092cf695dda4c50fe32e019a2f2b61d244586b885fb828609934c8422,False,False,False,False,64,35,True,True,,64f1081092cf695dda4c50fe32e019a2f2b61d244586b885fb828609934c8422,False,False,False,False,57,4,True,True,,64f1081092cf695dda4c50fe32e019a2f2b61d244586b885fb828609934c8422,False,False,False,False,65,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/57/L0,HumanEval/57,missed_failed_long,UnitTestFailure,17,17,False,True,UnitTestFailure,3ccc870fda657224b4db4ebf8ae332391b2354e385b5ab8f957a3021fec36d31,global_gap_early_commit,True,41,12,False,True,UnitTestFailure,3ccc870fda657224b4db4ebf8ae332391b2354e385b5ab8f957a3021fec36d31,False,False,False,False,64,17,False,True,UnitTestFailure,3ccc870fda657224b4db4ebf8ae332391b2354e385b5ab8f957a3021fec36d31,False,False,False,False,57,2,False,True,UnitTestFailure,3ccc870fda657224b4db4ebf8ae332391b2354e385b5ab8f957a3021fec36d31,False,False,False,False,65,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/63/L6,HumanEval/63,missed_failed_long,UnitTestFailure,26,26,True,True,,2b235edfb38e29ff69315ab421d45be4be54bc237e61101f81376d948add96cb,global_gap_early_commit,True,42,18,True,True,,2b235edfb38e29ff69315ab421d45be4be54bc237e61101f81376d948add96cb,False,False,False,False,64,26,True,True,,2b235edfb38e29ff69315ab421d45be4be54bc237e61101f81376d948add96cb,False,False,False,False,58,3,True,True,,2b235edfb38e29ff69315ab421d45be4be54bc237e61101f81376d948add96cb,False,False,False,False,66,6,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/64/L2,HumanEval/64,missed_failed_long,UnitTestFailure,20,20,False,True,UnitTestFailure,2928ae9c7fd87601391eabb87adfcaec48e34deaeab6750ed64967ae096008b5,global_gap_early_commit,True,51,17,False,True,UnitTestFailure,2928ae9c7fd87601391eabb87adfcaec48e34deaeab6750ed64967ae096008b5,False,False,False,False,64,20,False,True,UnitTestFailure,2928ae9c7fd87601391eabb87adfcaec48e34deaeab6750ed64967ae096008b5,False,False,False,False,67,2,False,True,UnitTestFailure,2928ae9c7fd87601391eabb87adfcaec48e34deaeab6750ed64967ae096008b5,False,False,False,False,75,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/65/L4,HumanEval/65,missed_failed_long,UnitTestFailure,19,19,False,False,SyntaxError,0466296388daf1eaebfc616b3eb2c1b8be0325c209de7ae6f0ac2163a5cee98f,no_remaining_masks,False,64,19,False,False,SyntaxError,0466296388daf1eaebfc616b3eb2c1b8be0325c209de7ae6f0ac2163a5cee98f,False,False,False,False,64,19,False,False,SyntaxError,0466296388daf1eaebfc616b3eb2c1b8be0325c209de7ae6f0ac2163a5cee98f,False,False,False,False,80,2,False,False,SyntaxError,0466296388daf1eaebfc616b3eb2c1b8be0325c209de7ae6f0ac2163a5cee98f,False,False,False,False,88,4,1,False,False,,,,,,
