row_key,group_key,length_bucket_offline_only,fixed64_passed,combined_candidate_key,combined_passed,confidence_candidate_key,confidence_passed,prefix_only_candidate_key,prefix_only_passed,suffix_only_candidate_key,suffix_only_passed,token_canvas_candidate_key,token_canvas_passed
HumanEval-RandomSpanInfillingLight:140:266fa0792231a9b7,746851772fe7b228,extreme,False,HumanEval-RandomSpanInfillingLight:140:266fa0792231a9b7|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:140:266fa0792231a9b7|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:140:266fa0792231a9b7|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:140:266fa0792231a9b7|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:140:266fa0792231a9b7|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:141:cd1793f5b2b02246,960a4cb872c861d4,extreme,True,HumanEval-RandomSpanInfillingLight:141:cd1793f5b2b02246|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:141:cd1793f5b2b02246|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:141:cd1793f5b2b02246|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:141:cd1793f5b2b02246|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:141:cd1793f5b2b02246|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:142:17ab20ba3def4d2f,724ab4a7930dfae3,extreme,True,HumanEval-RandomSpanInfillingLight:142:17ab20ba3def4d2f|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:142:17ab20ba3def4d2f|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:142:17ab20ba3def4d2f|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:142:17ab20ba3def4d2f|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:142:17ab20ba3def4d2f|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:144:89406614f0f7a51e,e186ae92a13659e0,extreme,False,HumanEval-RandomSpanInfillingLight:144:89406614f0f7a51e|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:144:89406614f0f7a51e|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:144:89406614f0f7a51e|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:144:89406614f0f7a51e|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:144:89406614f0f7a51e|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:145:2bfeba715780abb9,003ad17d44ee74e1,extreme,False,HumanEval-RandomSpanInfillingLight:145:2bfeba715780abb9|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:145:2bfeba715780abb9|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:145:2bfeba715780abb9|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:145:2bfeba715780abb9|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:145:2bfeba715780abb9|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:146:79bb8acf49eed1aa,c819a7643b8e1984,long,False,HumanEval-RandomSpanInfillingLight:146:79bb8acf49eed1aa|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:146:79bb8acf49eed1aa|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:146:79bb8acf49eed1aa|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:146:79bb8acf49eed1aa|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:146:79bb8acf49eed1aa|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:147:94e62c0c801ab8d4,54841ae27a67a85d,extreme,False,HumanEval-RandomSpanInfillingLight:147:94e62c0c801ab8d4|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:147:94e62c0c801ab8d4|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:147:94e62c0c801ab8d4|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:147:94e62c0c801ab8d4|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:147:94e62c0c801ab8d4|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:148:38cd7b90e9046591,36a4d5329d5fb735,extreme,False,HumanEval-RandomSpanInfillingLight:148:38cd7b90e9046591|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:148:38cd7b90e9046591|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:148:38cd7b90e9046591|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:148:38cd7b90e9046591|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:148:38cd7b90e9046591|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:14:8100a1983da68053,963267bc4e5e2c82,long,False,HumanEval-RandomSpanInfillingLight:14:8100a1983da68053|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:14:8100a1983da68053|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:14:8100a1983da68053|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:14:8100a1983da68053|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:14:8100a1983da68053|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:150:3d1ca374d4fb88cf,81ae98b7ccb20c9f,extreme,False,HumanEval-RandomSpanInfillingLight:150:3d1ca374d4fb88cf|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:150:3d1ca374d4fb88cf|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:150:3d1ca374d4fb88cf|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:150:3d1ca374d4fb88cf|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:150:3d1ca374d4fb88cf|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:151:4c790326085f95cb,0fd29f10f86a3200,long,False,HumanEval-RandomSpanInfillingLight:151:4c790326085f95cb|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:151:4c790326085f95cb|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:151:4c790326085f95cb|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:151:4c790326085f95cb|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:151:4c790326085f95cb|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:152:fc8d9677f7d12a4b,d47469b0dd905e9b,medium,False,HumanEval-RandomSpanInfillingLight:152:fc8d9677f7d12a4b|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:152:fc8d9677f7d12a4b|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:152:fc8d9677f7d12a4b|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:152:fc8d9677f7d12a4b|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:152:fc8d9677f7d12a4b|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:154:fbd8c83b865f5c99,921a47ced9a9fdbd,medium,True,HumanEval-RandomSpanInfillingLight:154:fbd8c83b865f5c99|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:154:fbd8c83b865f5c99|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:154:fbd8c83b865f5c99|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:154:fbd8c83b865f5c99|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:154:fbd8c83b865f5c99|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:155:7f713619cf05768a,2d74a37df1f346e1,extreme,False,HumanEval-RandomSpanInfillingLight:155:7f713619cf05768a|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:155:7f713619cf05768a|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:155:7f713619cf05768a|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:155:7f713619cf05768a|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:155:7f713619cf05768a|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:156:eb9a684bf2cf78b3,ea9e6a5c5012cd9e,extreme,True,HumanEval-RandomSpanInfillingLight:156:eb9a684bf2cf78b3|deployable_grid|canvas=64|seed=0,True,HumanEval-RandomSpanInfillingLight:156:eb9a684bf2cf78b3|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:156:eb9a684bf2cf78b3|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:156:eb9a684bf2cf78b3|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:156:eb9a684bf2cf78b3|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:157:9ddf293ad8b2ffbf,59eb8cd69a9aef06,long,False,HumanEval-RandomSpanInfillingLight:157:9ddf293ad8b2ffbf|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:157:9ddf293ad8b2ffbf|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:157:9ddf293ad8b2ffbf|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:157:9ddf293ad8b2ffbf|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:157:9ddf293ad8b2ffbf|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:158:eff979880b7e39e6,cfdf1eba8143f654,medium,False,HumanEval-RandomSpanInfillingLight:158:eff979880b7e39e6|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:158:eff979880b7e39e6|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:158:eff979880b7e39e6|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:158:eff979880b7e39e6|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:158:eff979880b7e39e6|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:159:e32a2b1ce4dba730,bc42b1812387aa01,medium,False,HumanEval-RandomSpanInfillingLight:159:e32a2b1ce4dba730|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:159:e32a2b1ce4dba730|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:159:e32a2b1ce4dba730|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:159:e32a2b1ce4dba730|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:159:e32a2b1ce4dba730|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:15:333b588dd410244c,97680794067f1f3a,medium,False,HumanEval-RandomSpanInfillingLight:15:333b588dd410244c|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:15:333b588dd410244c|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:15:333b588dd410244c|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:15:333b588dd410244c|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:15:333b588dd410244c|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:160:f4deb8f47e8b82d7,8cf7feb86cfbede7,extreme,False,HumanEval-RandomSpanInfillingLight:160:f4deb8f47e8b82d7|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:160:f4deb8f47e8b82d7|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:160:f4deb8f47e8b82d7|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:160:f4deb8f47e8b82d7|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:160:f4deb8f47e8b82d7|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:161:b072db3d69599d1e,b60f289834af331f,extreme,False,HumanEval-RandomSpanInfillingLight:161:b072db3d69599d1e|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:161:b072db3d69599d1e|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:161:b072db3d69599d1e|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:161:b072db3d69599d1e|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:161:b072db3d69599d1e|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:162:5793424e619c87c6,b4dcd49627319c1b,medium,True,HumanEval-RandomSpanInfillingLight:162:5793424e619c87c6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:162:5793424e619c87c6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:162:5793424e619c87c6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:162:5793424e619c87c6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:162:5793424e619c87c6|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:163:691a401caf1677a9,ee978da21b525eac,long,False,HumanEval-RandomSpanInfillingLight:163:691a401caf1677a9|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:163:691a401caf1677a9|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:163:691a401caf1677a9|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:163:691a401caf1677a9|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:163:691a401caf1677a9|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:16:128c8aed57ff58a8,6a29427f6e6a1323,short,False,HumanEval-RandomSpanInfillingLight:16:128c8aed57ff58a8|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:16:128c8aed57ff58a8|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:16:128c8aed57ff58a8|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:16:128c8aed57ff58a8|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:16:128c8aed57ff58a8|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:17:9b02770240a54b27,2bcdef9bb0b65744,long,True,HumanEval-RandomSpanInfillingLight:17:9b02770240a54b27|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:17:9b02770240a54b27|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:17:9b02770240a54b27|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:17:9b02770240a54b27|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:17:9b02770240a54b27|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:18:acbd91212ee7b05d,f1820e35c0145254,extreme,True,HumanEval-RandomSpanInfillingLight:18:acbd91212ee7b05d|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:18:acbd91212ee7b05d|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:18:acbd91212ee7b05d|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:18:acbd91212ee7b05d|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:18:acbd91212ee7b05d|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05,7b5e464ce3780827,medium,False,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:19:c83d0aaf6ba63d05|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,2b625257b3a2242c,extreme,False,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:20:e55eaad75c7c6016,59e2617f1272aa7d,extreme,False,HumanEval-RandomSpanInfillingLight:20:e55eaad75c7c6016|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:20:e55eaad75c7c6016|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:20:e55eaad75c7c6016|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:20:e55eaad75c7c6016|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:20:e55eaad75c7c6016|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:21:79f1bea1039577ae,9677d6b644e8876f,medium,False,HumanEval-RandomSpanInfillingLight:21:79f1bea1039577ae|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:21:79f1bea1039577ae|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:21:79f1bea1039577ae|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:21:79f1bea1039577ae|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:21:79f1bea1039577ae|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:22:107431e58ce52b8c,cc301d73c6c42631,medium,False,HumanEval-RandomSpanInfillingLight:22:107431e58ce52b8c|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:22:107431e58ce52b8c|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:22:107431e58ce52b8c|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:22:107431e58ce52b8c|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:22:107431e58ce52b8c|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248,4719e7e500d2aa9f,short,False,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:23:b02128d298fb5248|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:24:eec0316eef796e2d,5759fc1500037510,long,False,HumanEval-RandomSpanInfillingLight:24:eec0316eef796e2d|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:24:eec0316eef796e2d|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:24:eec0316eef796e2d|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:24:eec0316eef796e2d|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:24:eec0316eef796e2d|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:25:e808d52ec513ac70,2531b6d85aef08ef,medium,False,HumanEval-RandomSpanInfillingLight:25:e808d52ec513ac70|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:25:e808d52ec513ac70|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:25:e808d52ec513ac70|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:25:e808d52ec513ac70|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:25:e808d52ec513ac70|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:26:5f0d662baecb0df6,c62081b0f433c374,medium,False,HumanEval-RandomSpanInfillingLight:26:5f0d662baecb0df6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:26:5f0d662baecb0df6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:26:5f0d662baecb0df6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:26:5f0d662baecb0df6|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:26:5f0d662baecb0df6|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef,5a8cd521042adfd0,short,True,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:28:ce11553f60e78cef|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:29:bf9cd5a4f37c83e4,b477117fee212338,short,False,HumanEval-RandomSpanInfillingLight:29:bf9cd5a4f37c83e4|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:29:bf9cd5a4f37c83e4|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:29:bf9cd5a4f37c83e4|deployable_grid|canvas=32|seed=0,True,HumanEval-RandomSpanInfillingLight:29:bf9cd5a4f37c83e4|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:29:bf9cd5a4f37c83e4|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:2:96e7bc5401429951,3273f6bf8feb0b83,short,False,HumanEval-RandomSpanInfillingLight:2:96e7bc5401429951|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:2:96e7bc5401429951|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:2:96e7bc5401429951|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:2:96e7bc5401429951|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:2:96e7bc5401429951|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:30:ff301e40890f0612,70c26eeaed728566,medium,False,HumanEval-RandomSpanInfillingLight:30:ff301e40890f0612|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:30:ff301e40890f0612|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:30:ff301e40890f0612|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:30:ff301e40890f0612|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:30:ff301e40890f0612|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:32:b8b59e4778abe4f8,6324b7c6ab799ff5,medium,False,HumanEval-RandomSpanInfillingLight:32:b8b59e4778abe4f8|deployable_grid|canvas=128|seed=0,False,HumanEval-RandomSpanInfillingLight:32:b8b59e4778abe4f8|deployable_grid|canvas=32|seed=0,False,HumanEval-RandomSpanInfillingLight:32:b8b59e4778abe4f8|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:32:b8b59e4778abe4f8|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:32:b8b59e4778abe4f8|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:33:3f0ae31a58f595be,237b0ff87e37617d,medium,False,HumanEval-RandomSpanInfillingLight:33:3f0ae31a58f595be|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:33:3f0ae31a58f595be|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:33:3f0ae31a58f595be|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:33:3f0ae31a58f595be|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:33:3f0ae31a58f595be|deployable_grid|canvas=16|seed=0,False
HumanEval-RandomSpanInfillingLight:34:b31bdd701884d237,19fa3e9692bea7d4,short,True,HumanEval-RandomSpanInfillingLight:34:b31bdd701884d237|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:34:b31bdd701884d237|deployable_grid|canvas=64|seed=0,True,HumanEval-RandomSpanInfillingLight:34:b31bdd701884d237|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:34:b31bdd701884d237|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:34:b31bdd701884d237|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:36:aadde7be8b1fc38a,70c0a34969431813,long,False,HumanEval-RandomSpanInfillingLight:36:aadde7be8b1fc38a|deployable_grid|canvas=128|seed=0,True,HumanEval-RandomSpanInfillingLight:36:aadde7be8b1fc38a|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:36:aadde7be8b1fc38a|deployable_grid|canvas=64|seed=0,False,HumanEval-RandomSpanInfillingLight:36:aadde7be8b1fc38a|deployable_grid|canvas=16|seed=0,True,HumanEval-RandomSpanInfillingLight:36:aadde7be8b1fc38a|deployable_grid|canvas=16|seed=0,True
HumanEval-RandomSpanInfillingLight:37:c528fd524a76dec1,4d58b82570cbbb2c,extreme,False,HumanEval-RandomSpanInfillingLight:37:c528fd524a76dec1|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:37:c528fd524a76dec1|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:37:c528fd524a76dec1|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:37:c528fd524a76dec1|deployable_grid|canvas=16|seed=0,False,HumanEval-RandomSpanInfillingLight:37:c528fd524a76dec1|deployable_grid|canvas=16|seed=0,False
