hard_tail_index,source_manifest_index,source_config,task_id,prompt_id,row_id,task_group,length_bucket,middle_len_tokens,control_passed,deployable_passed,oracle_passed,first_pass_taxonomy,primary_hard_tail_candidate,hard_tail_reason,control_selected_canvas_tokens,deployable_selected_canvas_tokens,oracle_selected_canvas_tokens,frozen_controller_test_row,source_first_pass_manifest,source_first_pass_results
75,91,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/30/1,1,30,HumanEval/30,medium,9,False,True,True,deployable_and_oracle_recover_control_failure,True,deployable_and_oracle_recover_control_failure,64,9,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
76,92,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/52/1,1,52,HumanEval/52,medium,9,False,True,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,15,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
77,93,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/57/1,1,57,HumanEval/57,medium,9,True,False,False,deployable_harm_vs_control,True,deployable_harm_vs_control,64,6,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
78,94,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/90/1,1,90,HumanEval/90,medium,9,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,5,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
79,95,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/97/1,1,97,HumanEval/97,medium,9,True,True,False,oracle_canvas_harm_vs_control,False,oracle_harm_risk_extra,64,7,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
80,96,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/133/1,1,133,HumanEval/133,medium,9,True,False,True,deployable_harm_vs_control,True,deployable_harm_vs_control,64,5,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
81,97,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/152/1,1,152,HumanEval/152,medium,9,False,False,True,oracle_only_canvas_recoverable,True,oracle_only_canvas_recoverable,64,4,9,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
82,98,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/10/1,1,10,HumanEval/10,medium,10,False,False,True,oracle_only_canvas_recoverable,True,oracle_only_canvas_recoverable,64,7,10,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
83,99,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/22/1,1,22,HumanEval/22,medium,10,False,False,True,oracle_only_canvas_recoverable,True,oracle_only_canvas_recoverable,64,4,10,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
84,100,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/5/1,1,5,HumanEval/5,long,17,False,False,True,oracle_only_canvas_recoverable,True,oracle_only_canvas_recoverable,64,3,17,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
85,101,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/13/1,1,13,HumanEval/13,long,17,False,True,True,deployable_and_oracle_recover_control_failure,True,deployable_and_oracle_recover_control_failure,64,16,17,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
86,102,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/36/1,1,36,HumanEval/36,long,17,False,True,True,deployable_and_oracle_recover_control_failure,True,deployable_and_oracle_recover_control_failure,64,20,17,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
87,103,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/65/1,1,65,HumanEval/65,long,17,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,16,17,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
88,104,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/87/1,1,87,HumanEval/87,long,17,False,True,True,deployable_and_oracle_recover_control_failure,True,deployable_and_oracle_recover_control_failure,64,16,17,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
89,105,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/151/1,1,151,HumanEval/151,long,17,False,True,True,deployable_and_oracle_recover_control_failure,True,deployable_and_oracle_recover_control_failure,64,13,17,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
90,106,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/0/1,1,0,HumanEval/0,long,18,False,False,True,oracle_only_canvas_recoverable,True,oracle_only_canvas_recoverable,64,11,18,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
91,107,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/14/1,1,14,HumanEval/14,long,19,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,16,19,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
92,108,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/24/1,1,24,HumanEval/24,long,19,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,5,19,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
93,109,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/46/1,1,46,HumanEval/46,long,19,True,False,False,deployable_harm_vs_control,True,deployable_harm_vs_control,64,15,19,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
94,110,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/129/1,1,129,HumanEval/129,extreme,111,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,9,111,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
95,111,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/148/1,1,148,HumanEval/148,extreme,88,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,16,88,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
96,112,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/124/1,1,124,HumanEval/124,extreme,85,True,False,False,deployable_harm_vs_control,True,deployable_harm_vs_control,64,20,85,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
97,113,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/20/1,1,20,HumanEval/20,extreme,80,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,3,80,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
98,114,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/105/1,1,105,HumanEval/105,extreme,79,True,False,True,deployable_harm_vs_control,True,deployable_harm_vs_control,64,4,79,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
99,115,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/141/1,1,141,HumanEval/141,extreme,72,True,False,True,deployable_harm_vs_control,True,deployable_harm_vs_control,64,16,72,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
100,116,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/6/1,1,6,HumanEval/6,extreme,70,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,3,70,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
101,117,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/132/1,1,132,HumanEval/132,extreme,70,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,5,70,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
102,118,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/119/1,1,119,HumanEval/119,extreme,69,False,False,True,oracle_only_canvas_recoverable,True,oracle_only_canvas_recoverable,64,11,69,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
103,119,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/108/1,1,108,HumanEval/108,extreme,65,False,False,False,rescue_limited_or_noncanvas_failure,True,rescue_limited_or_noncanvas_failure,64,20,65,False,analysis_outputs/second_regime_official_diagnostic_20260708_v1/manifest.csv,analysis_outputs/second_regime_official_diagnostic_20260708_v1/results.csv
