manifest_index,hard_tail_sample_group,first_pass_taxonomy,current_taxonomy,label_changed_from_first_pass,source_config,task_id,row_id,task_group,length_bucket,middle_len_tokens,first_pass_control_passed,first_pass_deployable_passed,first_pass_oracle_passed,current_control_passed,current_deployable_passed,current_oracle_passed,genuinely_canvas_recoverable_now,rescue_limited_or_noncanvas_now,deployable_cal_lite_help_now,deployable_cal_lite_harm_now,oracle_canvas_harm_vs_control_now,control_fixed64_selected_canvas_tokens,control_fixed64_error_type,control_fixed64_candidate_full_code_sha256,best_deployable_cal_lite_alpha006_selected_canvas_tokens,best_deployable_cal_lite_alpha006_error_type,best_deployable_cal_lite_alpha006_candidate_full_code_sha256,oracle_sufficient_canvas_selected_canvas_tokens,oracle_sufficient_canvas_error_type,oracle_sufficient_canvas_candidate_full_code_sha256
46,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/17/7,176,HumanEval/17,medium,9,True,False,False,True,False,False,False,False,False,True,True,64,,13ac4851e634b561c9b1bbe5379325e5e71549c4d655f0701e363ed66ab3d04c,10,UnitTestFailure,11bdf0d37f83bf1caeb4be9d58a3967c73ed33a224b2462d68c98b05c7f8d8bf,9,SyntaxError,679d35f4778aacd0340a8310c65caa49cb5aea56af69a45bcbe86ac243563ebb
47,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/29/4,293,HumanEval/29,medium,9,True,False,False,True,False,False,False,False,False,True,True,64,,e39c6ebed7f0b51375ff74e1d9a2d8a2680fdab779711b79afe1ff3d7963e963,8,UnitTestFailure,1ed07b2c648eb3fc31db0e873e1ae1324f61d4e64227e6b76e29f478427104c1,9,UnitTestFailure,3ad91d57395203497f5032fd7f0a8346f3bcd0d31549899dc99302e88382f110
48,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/38/9,388,HumanEval/38,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,2d0027ca0410a032ed7e3cd01258ab083b740957f53ecdceb9bff463db32dab8,3,UnitTestFailure,4ffc784028a9e7a967bf905042e4d1595935588547f412a8778650d78e24de45,9,UnitTestFailure,b3c530a6b7d10874121c6945f6ffa38acdda33c61fb1597156513e2e6674aa1e
49,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/12/4,123,HumanEval/12,long,17,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,5defaf94e39079abda260533e21a56e12d23dd965668a6bd8b51b00b6c899ab7,24,SyntaxError,afa56ab0f68421ce15877ab252dc9e23b2e07a6e533069b8a97ce63eaba703e0,17,UnitTestFailure,c53573f8cfda4e659aa61a01e3b3a0502e93156ec049d505be09206a0e70b266
50,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/24/5,244,HumanEval/24,long,17,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,00817c8238b9e20bbbe785354858f8388226367bdfb61a15eb09b52bbc94291f,7,SyntaxError,474d214ccecb33b76e6ddbb71e501bc58ca4bd4940af36eecc62a45ab818d3f7,17,SyntaxError,fcbdb470c68d4511c4cf091b86bc52b72a3347be2eff3b2ee20284394de9676b
51,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/26/10,269,HumanEval/26,long,17,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,01bfd2cd42f1f51a4575660d245316a6b38c9b70863e34ad46a2298ffd28051a,4,SyntaxError,b74ded0702a0b086474ae375d305295f0eeaef3a99a560692449901b81b42235,17,SyntaxError,64708406803733325b754f0baf00baf3d48899811b5efa69495fac766313757d
52,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/32/5,324,HumanEval/32,long,17,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,42120eba2ada539b9022a3f10fbd400e053161dbc0fdb2f01a44686eef7eb4bc,8,UnitTestFailure,cf3e05ab2ed56cd69416dd7519541b1ee09ad47bab14efbc854c6f26fef097cd,17,UnitTestFailure,97a1908641dfd87171e3e9e0594a27c51810800fc66e9d76cb243d8247f96f6f
53,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/43/8,437,HumanEval/43,long,17,True,False,False,True,False,False,False,False,False,True,True,64,,efa3a4dbbde954c4538fa98e6704dc2a776778f11335f5c6294c3b6dda646d4f,5,SyntaxError,e9f8bdb9773882a73d324c156d58e961f99534be141e297b481e6f51a8063a1e,17,UnitTestFailure,2e6dfe39619eacfd089e46c75cfa00b13489d5b89cc406efd81194e407f21f63
54,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/63/7,636,HumanEval/63,long,17,False,True,False,False,True,False,False,True,True,False,False,64,UnitTestFailure,af8edbe185da97b0fd345833dde4e8ace862a14879de1a8cc6b9fe8ed35bb9f6,20,,a9c6df3eeb8e776339a1dd33bd1bec9bbf2140a2e98ed863af7752e718a176bb,17,UnitTestFailure,f85d63b213c46da4f1bf670bd441dd8208ea93c87f8c766c466b23575bff7e6c
55,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/67/2,671,HumanEval/67,long,17,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,0535c36955cba598f3c019a7a57c2ba444f160629d5babf6a2a9a9a9a764d744,10,SyntaxError,44d8a8d3b8147310ede1a4b46b8bfa3df14c7c50f803d42ca7d13e9c70c8c172,17,UnitTestFailure,d74fd48149fe99e885257035cb5f9dbe75de093d63cb255e05ccfdc5d0fd9132
56,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/68/4,683,HumanEval/68,long,17,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,b38904bb178964ccc606352a36ba99f1931f5fb072b065e52cf959261bd7aee4,9,SyntaxError,db4f98c2724bb2dd88079ab6abfdca1ab42479b3eb9ee4dd08d70400903c28c3,17,SyntaxError,62ae6643e23ef7fdf549df3d802608d9a4175c385ca143d78dad5feb4b4df454
57,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/73/3,732,HumanEval/73,long,17,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,008e5549ad56f1b3d50a4b42b21fcd4a08a3209607699fa8a92940b9296b40e4,13,SyntaxError,70978d74634fae19ae21bc8e1f2d050dd95520ad7758f6f2d9dfa618333b79b7,17,SyntaxError,3c43e2eaab48240b64cae268559c2dd37553a3dd688dccf3b98aae4595fc16e7
58,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/77/2,771,HumanEval/77,long,17,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,c261723980685b8b89da6a8a151c1aadf1921aeab5418afe2a5c93dfd9fe5a90,10,UnitTestFailure,f21632bbb11520f126eea6d520fdec2b01efc0221f65941c59c010e3eea83caa,17,UnitTestFailure,cd519bf4934e27b84b26cf531d536965cea7539e9c843b4555cab34444125723
59,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/95/6,955,HumanEval/95,extreme,141,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,3f5ee51c27b8390b28563a6eec54b95fe90af474f1706e8ec33c0513fad923d9,3,SyntaxError,e3a38b418db3ad0e50717964c12685a571e70431a2b1d9f2e6429a7ed303749c,141,SyntaxError,c6e21c9901b9abba1a2488d373fe91b724bdfed99ec5cf0a005b7b290b342575
60,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/124/6,1245,HumanEval/124,extreme,131,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,75dd0c1893c0508a6970a75b7450ba3d0d58391d862518615f8f20a8e8073f86,13,SyntaxError,c6779081424bf4c91b44b2e7eafc2e2bbd5bd8331aca1b56a6a914f85197af8c,131,SyntaxError,1f9fddefac9b332826e9f919d1d20e427e41f62d50328f0180696a0ca1e8f627
61,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/129/6,1295,HumanEval/129,extreme,120,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,9dfb107e09edb94dc29a9af22a618fb5a7739be8ea4a8b41441242cdc5508a66,3,SyntaxError,87c0fb003246f9e0f2cf1a519e7171976c50266ee4478fbe00d164a31db12ab3,120,UnitTestFailure,d5db9717a47f8a7c15a50c64a266d25ba4daeff3c0974b9467eceb0397620925
62,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/39/2,391,HumanEval/39,extreme,117,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,3b92e4e5384fb16d7110ff6ec563f11bcdc2de4ebe487837bef39ac23d24a4ea,4,UnitTestFailure,836481b245ceab09bb0211c7436cc767039d57cbe686709b367c5fdb0f3c02d7,117,SyntaxError,558a236b89a62acce0e633c0ef2e6043f6bd9e56deac98a146ca0330f768a0ca
63,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/94/2,941,HumanEval/94,extreme,114,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,0eb4bbb8a7a4d1af25adaf7465d9af1ccba4879076a97b765683c447a708891f,9,SyntaxError,e6aabf02a825b3526f8cc66439a9b72fc58a5354151c9cb1d31ab432fa009ae0,114,SyntaxError,419e908d6c64b375457c5b733c351765a8fde427b16ea5b3b649cde1dc7573d4
64,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/156/1,1560,HumanEval/156,extreme,114,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,d4261f6309bc18c6f77097b4987ac60e0f0b38241067ed08b3dd03b3018499e3,9,SyntaxError,8132640b2ce8e67e55cc81721c20ed65a79d87a743644828239cb7b9197b6009,114,UnitTestFailure,6c5a49c7967ca99f2bc41500523f54cc24b500e101367380919a6531d89c9e1b
65,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/99/2,991,HumanEval/99,extreme,113,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,d36d782dd5ae283ee1a46bff21577f51a17bdaeb6eeb56856ddae52d90597024,6,SyntaxError,3e905e190e93e64f8bfb34753a4e397870cac96b0e07a9cad063f67e2b805b93,113,UnitTestFailure,b565754f2fd292f2c22656c712ca2be09e78d33657cc6954557b15afc9f59042
66,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/141/10,1419,HumanEval/141,extreme,110,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,8789e574ca922e3330feb42f1dacc25c3f0b91d107e100b0d7364cfe40ab210f,4,UnitTestFailure,27557fc98dc525a6023312122c593420ee36a8a7686c3e924813f58ad816fcb0,110,SyntaxError,040937396ed97c7b03787362ef4a515417183ba4c2887efd90371df2c64a0c4c
67,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/105/4,1053,HumanEval/105,extreme,108,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,07066cac4348c0d6032ef93599df4cc566334e4e42fe4907120f4f4a8de11a43,5,UnitTestFailure,c67948f8aea6a35c97e2aea7d63e9f38b2a76b5c381e0b82985fdf8ea55ff433,108,UnitTestFailure,cb27b1b422895fe26aa979c70739fc347229b519f23159cd535671aba99cafb9
68,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/20/1,200,HumanEval/20,extreme,107,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,1c8d92c912ae4cda537b9380263804fd34d2b186893e96a2d18dbf9822be9708,10,SyntaxError,252753df0656cdde78fd10a4fa6b1d3ef883301a2f67c4637de4485c57290fba,107,SyntaxError,383e9e63db12ea3bf4dfece36b57204958e86ae432513473028940e22c0a07d5
69,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/23/1,23,HumanEval/23,short,2,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,cdbd18dd3944f2328a8af566fff6e7ede5cd68674015104db52b8ff57ffec6cb,3,UnitTestFailure,28799c75fcadfc7496fb4e9ee1192ae003cb6462d50a33f172ba9f72b17c2250,2,,15638c03343e602172953e5c17867209cc4492b01d638abdadad48eae0ef4f5b
70,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/51/1,51,HumanEval/51,short,2,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,8c23ded53ed4529800076a7924cc1b711396ea8af4e29a5a06051bd00c07d6f4,3,UnitTestFailure,05c4def3cbbe9e14dd29a5f7a5eae5af45b969b85582c25d3683f6e5f84f20f1,2,,ec262323dd25e1a037277c1c524066d582b81bf39579fb067c1d6e1c2273141a
71,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/41/1,41,HumanEval/41,short,3,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,71f90822800a3f37c1bce94f72d279de26307eca0ae02047e6d075900821d8b0,3,UnitTestFailure,3ef4a795fc2208785b34d1383257015c3243b4931a690645904dbb4ddfa6ee10,3,UnitTestFailure,3ef4a795fc2208785b34d1383257015c3243b4931a690645904dbb4ddfa6ee10
72,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/62/1,62,HumanEval/62,short,3,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,64baf9cc10dd9d223de8a0dbe901975a4663cb6afdc8f230c746c456c2f6dc04,3,UnitTestFailure,96c5ca02b59c41973dcff18aa3ae1c1c19a40e8cd814849fba3f4fd0066e89db,3,UnitTestFailure,96c5ca02b59c41973dcff18aa3ae1c1c19a40e8cd814849fba3f4fd0066e89db
73,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/7/1,7,HumanEval/7,short,4,False,True,True,False,True,True,True,False,True,False,False,64,SyntaxError,c9d1f08aaa50b9727de78025bedeb96d53a40efcbbc92bca5f43e450b0a5583f,4,,1cf8013f4253f18c046017b20a1e6a66bc82a0472156f2f32f3e11a41edba656,4,,1cf8013f4253f18c046017b20a1e6a66bc82a0472156f2f32f3e11a41edba656
74,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/19/1,19,HumanEval/19,medium,9,False,True,False,False,True,False,False,True,True,False,False,64,SyntaxError,e104aaa19128b8010beac4995a21f17d8c1bdcf726de154a2f8953a46cbbe0b3,5,,8cd82d499b0e9150949037f9cf3a7434d307cac5c6aec9b55fdb130f777ac2ee,9,UnitTestFailure,e9fb61c3ca88804c8459ca8bb868f463320c6395f83f83a8ceab3fd46f98b4c5
75,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/30/1,30,HumanEval/30,medium,9,False,True,True,False,True,True,True,False,True,False,False,64,SyntaxError,02dfb7a05632677dc97548ea303c83eedb8b3adb87d7a1d242c8ca409b31c66b,9,,1789ed4290a0ad8813d7f487d2c1b7292caae0c488c0d5620ee30ebe2b7c31b2,9,,1789ed4290a0ad8813d7f487d2c1b7292caae0c488c0d5620ee30ebe2b7c31b2
76,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/52/1,52,HumanEval/52,medium,9,False,True,False,False,True,False,False,True,True,False,False,64,UnitTestFailure,278325122970c1a6c5763842857283b752d491be818562c82b91a2306bfa38c4,15,,c2e30f630ba8efbd6d7f0bfbbb2f4322c623fa11c930ef21391ed6d79b821cb9,9,UnitTestFailure,b6cae89ab0d4ae5fabdcacd3a526b37c00638441d8589cdcfb925bcd4512cabd
77,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/57/1,57,HumanEval/57,medium,9,True,False,False,True,False,False,False,False,False,True,True,64,,8f1c0d0da7370dac202c78df4b928214fa40986de12f8e3487ef4e8468334132,6,UnitTestFailure,5273415fd55a736c4e77bcf5b8c0a478f20801f590d6eab1d5c47c598bc1e35f,9,SyntaxError,a40e1cf9fbb8a6518358747934ad7ead303a3b31bf486a103c2100c3fc8b50fd
78,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/90/1,90,HumanEval/90,medium,9,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,9fac3549f333e6783385b1341dfd4f1d47b8da64d47867ec3526c1c5eb42ad5f,5,UnitTestFailure,74932f03794816ab5cace28e06d56b3447ca08fc75a7b2293904938eb268725d,9,UnitTestFailure,20cf867d38d9f93673a60f5ed109d3e8d937d2f69d16114d64168f7cbdedf07f
79,harm_risk,oracle_canvas_harm_vs_control,oracle_canvas_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/97/1,97,HumanEval/97,medium,9,True,True,False,True,True,False,False,False,False,False,True,64,,9e59f17aac42f7fa388991ffb11bff6a2da7cb46ab5ac0f2a594981d2c674f41,7,,beb49e9097b46d78e97177c0a3120144080760de640f02c6fe6f3b0d1b1ffe40,9,SyntaxError,aeebd6e2d95890a378c91d77f668714f26d13f957c731b34dc592362ccc9a4bf
80,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/133/1,133,HumanEval/133,medium,9,True,False,True,True,False,True,False,False,False,True,False,64,,06a7ef54d848d2e7c9e0d72003d30d6b5b6de9e290f6351170e91278cee1c7df,5,UnitTestFailure,0f4c2d22625208a25e7c4688f0388c77c9cbe37273c579e6684a450f8f0ffda6,9,,d9e9997342c89c084b325739c5acfe73178af9b849c41fe5500461c57280db0c
81,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/152/1,152,HumanEval/152,medium,9,False,False,True,False,False,True,True,False,False,False,False,64,SyntaxError,c618eba8d2ef96d7099aa8a8adc673cca672a4ea5e5fecf19a2d481faf5c6c2a,4,UnitTestFailure,55b9e34627252be0fb528091076b5a63c1e62acdf1ac46c4230346de5a021752,9,,842d93412e03b0d31a7b2170c7814bfb823d1f2d1f816309e6c3646888097e7f
82,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/10/1,10,HumanEval/10,medium,10,False,False,True,False,False,True,True,False,False,False,False,64,SyntaxError,5f13906fab2de5629cbe9a05555b7b4380031c4e5c152cb6b610126409290cdc,7,UnitTestFailure,1678d83353733f55ae20da5113ba2aa31272e623c0278011a763bb7f6d171ae4,10,,a535a1a370cf74955a108e44757128c64277ee63bf9581e2698414355af47937
83,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/22/1,22,HumanEval/22,medium,10,False,False,True,False,False,True,True,False,False,False,False,64,SyntaxError,2eb61525956878ef2bfa20d6362c43bd485e1926f74835b54ee274db424e4de4,4,UnitTestFailure,72c4dddc830abdc5bc45619beb607e2086a74409b97fbabc32f23629c08e88c9,10,,1b598e3fa97e7e5dd56b1b1c8ee5ba9caa6c7b77e4a96551821ba106839986db
84,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/5/1,5,HumanEval/5,long,17,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,2426e50ae9296e9999737e50cf2ea33f4df2380589dbbb2095854bc0ef6e72fa,3,SyntaxError,bf41518d563e4878bf44966c1680342f2b0c53c357a867b1353a04d22d434a84,17,,35d5b110d55079d8a245fda31fad2b26163be760c35960b9cb266e4703f630ba
85,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/13/1,13,HumanEval/13,long,17,False,True,True,False,True,True,True,False,True,False,False,64,UnitTestFailure,ce63d7e4b7b81f1b0e1b78180175c9093ff693198112577db01b9452537e657b,16,,62672de9ad427cb0e1e62fe00b0ce7e76315cd01b5dee7ff275f69f827126100,17,,62355fe8a82acef674c619d9740741af7c021bf77779c2c95c598dd81db5191b
86,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/36/1,36,HumanEval/36,long,17,False,True,True,False,True,True,True,False,True,False,False,64,UnitTestFailure,ab970023b4a1e1ec262dcfe145bd7b0dcb23fb909b9f1c7c12b4c0e90f15d71e,20,,b9536b5bd0e3a9c938a2fd965b321d294806bb9d503b7684edbf16c9a7cec4c1,17,,b8609856362f31dceda5437426f22921737b1e9964931de9a5cc4002e2af6279
87,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/65/1,65,HumanEval/65,long,17,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,e39956d180fca4952352eb9dc9681543907b8a594aa0bbe59a7c851f755fe13d,16,UnitTestFailure,14ce478e4b0196bc5ebdc09f63b3059d2385edecaa1272af95a15798786a1bb1,17,UnitTestFailure,0028bbe2e7dba0839a352669ced03dc9d3fb6373f8512287a1e7428977d2fd13
88,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/87/1,87,HumanEval/87,long,17,False,True,True,False,True,True,True,False,True,False,False,64,UnitTestFailure,43c24bec02f99d1d66c709c2e661ee052cfb6ab7dbe8c9569ecab3da1d4df694,16,,604f9e63f5c04326e5a8148db1b291589bb681f74b1cfa38326ad286c9f748b6,17,,982245ad2694570d39509aa800a77d32e315e3c733f82263dd754a4f429d25da
89,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/151/1,151,HumanEval/151,long,17,False,True,True,False,True,True,True,False,True,False,False,64,SyntaxError,abb61bfc192cc0a98d4cbb4ab8dd54ce633114064c3f540659b7a3278c9592f1,13,,6076ca74821bc1a6c1799a589f3e6e94785c51363eb124560052f3f6e237ce52,17,,723142cf2891dac4913f3c06240bb52807ba24013f3224cb74c80ab43c0b2dc4
90,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/0/1,0,HumanEval/0,long,18,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,c826964b8f12f0c7ba01b8215020e3d3acd9e55ee62e373e003a9dc33f64574c,11,UnitTestFailure,1bf9166cd46b6ed74b1a2c0c4729a02f54787245a2b83bd31c0323ece5c46268,18,,2dd81a2ffd85ced753d51a71f41750fc6310b9aadda6af203cccc1f7a5ef2ead
91,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/14/1,14,HumanEval/14,long,19,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,5b9350c999decc0ffb3b9dc67ef512c1a302cce6ec8a95308104a129e8dfe854,16,UnitTestFailure,a6faece6974c779b8e8ba10d20da15d19d00b4d5cf36fae022ed86bffe2e52b2,19,UnitTestFailure,88752b295586929a0d5b64f754ae8bc9ce71672afa9ae86b7cd6dc719dd1aaaf
92,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/24/1,24,HumanEval/24,long,19,False,False,False,False,False,False,False,True,False,False,False,64,SyntaxError,13a424527799dcf9a13594631dc9aa7b2af983f1f5850f506c0c9fcdff6312e5,5,SyntaxError,d168b997934ea55f1036f72c81f763077b5e2782ab6191098756b830b3a9ae75,19,UnitTestFailure,a1e42f69c5763eab2d5da38ff24f5b6d774a8adaf34d7f6c915fcf3842f28d8a
