manifest_index,hard_tail_sample_group,first_pass_taxonomy,source_hard_tail_index,source_manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,first_pass_control_passed,first_pass_deployable_passed,first_pass_oracle_passed,first_pass_control_selected_canvas_tokens,first_pass_deployable_selected_canvas_tokens,first_pass_oracle_selected_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,selection_note
52,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,52,63,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/32/5,5,324,HumanEval/32,880,42,151,322,17,48,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,False,64,8,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:324:RandomSpanInfilling/HumanEval/32/5,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
53,harm_risk,deployable_harm_vs_control,53,64,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/43/8,8,437,HumanEval/43,516,40,52,180,17,13,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,True,False,False,64,5,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:437:RandomSpanInfilling/HumanEval/43/8,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
54,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,54,65,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/63/7,7,636,HumanEval/63,511,43,26,189,17,15,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,True,False,64,20,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:636:RandomSpanInfilling/HumanEval/63/7,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
55,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,55,66,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/67/2,2,671,HumanEval/67,807,62,20,244,17,8,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,False,64,10,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:671:RandomSpanInfilling/HumanEval/67/2,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
56,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,56,67,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/68/4,4,683,HumanEval/68,1178,50,100,345,17,38,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,False,64,9,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:683:RandomSpanInfilling/HumanEval/68/4,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
57,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,57,68,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/73/3,3,732,HumanEval/73,483,47,69,163,17,25,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,False,64,13,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:732:RandomSpanInfilling/HumanEval/73/3,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
58,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,58,69,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/77/2,2,771,HumanEval/77,363,43,15,116,17,8,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,False,64,10,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:771:RandomSpanInfilling/HumanEval/77/2,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
59,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,59,70,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/95/6,6,955,HumanEval/95,669,620,70,187,141,18,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",141,False,False,False,64,3,141,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:955:RandomSpanInfilling/HumanEval/95/6,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
60,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,60,71,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/124/6,6,1245,HumanEval/124,961,369,12,329,131,3,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",131,False,False,False,64,13,131,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:1245:RandomSpanInfilling/HumanEval/124/6,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
61,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,61,72,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/129/6,6,1295,HumanEval/129,1545,398,50,471,120,13,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",120,False,False,False,64,3,120,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:1295:RandomSpanInfilling/HumanEval/129/6,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
62,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,62,73,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/39/2,2,391,HumanEval/39,267,352,14,106,117,6,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",117,False,False,False,64,4,117,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:391:RandomSpanInfilling/HumanEval/39/2,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
63,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,63,74,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/94/2,2,941,HumanEval/94,609,332,5,331,114,3,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",114,False,False,False,64,9,114,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:941:RandomSpanInfilling/HumanEval/94/2,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
64,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,64,75,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/156/1,1,1560,HumanEval/156,398,275,41,171,114,15,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",114,False,False,False,64,9,114,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:1560:RandomSpanInfilling/HumanEval/156/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
65,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,65,76,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/99/2,2,991,HumanEval/99,620,367,27,171,113,12,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",113,False,False,False,64,6,113,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:991:RandomSpanInfilling/HumanEval/99/2,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
66,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,66,77,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/141/10,10,1419,HumanEval/141,853,270,33,240,110,12,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",110,False,False,False,64,4,110,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:1419:RandomSpanInfilling/HumanEval/141/10,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
67,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,67,78,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/105/4,4,1053,HumanEval/105,860,321,6,317,108,3,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",108,False,False,False,64,5,108,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:1053:RandomSpanInfilling/HumanEval/105/4,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
68,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,68,79,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/20/1,1,200,HumanEval/20,503,519,4,186,107,2,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",107,False,False,False,64,10,107,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:200:RandomSpanInfilling/HumanEval/20/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
69,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,69,80,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/23/1,1,23,HumanEval/23,145,4,8,48,2,3,short,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",2,False,False,True,64,3,2,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:23:RandomSpanInfillingLight/HumanEval/23/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
70,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,70,82,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/51/1,1,51,HumanEval/51,423,8,36,150,2,19,short,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",2,False,False,True,64,3,2,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:51:RandomSpanInfillingLight/HumanEval/51/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
71,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,71,85,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/41/1,1,41,HumanEval/41,659,4,1,161,3,1,short,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",3,False,False,False,64,3,3,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:41:RandomSpanInfillingLight/HumanEval/41/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
72,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,72,87,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/62/1,1,62,HumanEval/62,333,4,1,132,3,1,short,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",3,False,False,False,64,3,3,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:62:RandomSpanInfillingLight/HumanEval/62/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
73,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,73,89,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/7/1,1,7,HumanEval/7,361,18,2,107,4,2,short,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,True,True,64,4,4,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:7:RandomSpanInfillingLight/HumanEval/7/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
74,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,74,90,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/19/1,1,19,HumanEval/19,660,28,3,218,9,2,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,True,False,64,5,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:19:RandomSpanInfillingLight/HumanEval/19/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
75,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,75,91,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/30/1,1,30,HumanEval/30,244,20,2,129,9,2,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,True,True,64,9,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:30:RandomSpanInfillingLight/HumanEval/30/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
76,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,76,92,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/52/1,1,52,HumanEval/52,251,34,17,95,9,5,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,True,False,64,15,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:52:RandomSpanInfillingLight/HumanEval/52/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
77,harm_risk,deployable_harm_vs_control,77,93,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/57/1,1,57,HumanEval/57,265,32,39,96,9,10,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,True,False,False,64,6,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:57:RandomSpanInfillingLight/HumanEval/57/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
78,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,78,94,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/90/1,1,90,HumanEval/90,362,27,44,128,9,17,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,False,False,64,5,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:90:RandomSpanInfillingLight/HumanEval/90/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
79,harm_risk,oracle_canvas_harm_vs_control,79,95,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/97/1,1,97,HumanEval/97,359,14,12,123,9,8,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,True,True,False,64,7,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:97:RandomSpanInfillingLight/HumanEval/97/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
80,harm_risk,deployable_harm_vs_control,80,96,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/133/1,1,133,HumanEval/133,468,31,73,168,9,21,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,True,False,True,64,5,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:133:RandomSpanInfillingLight/HumanEval/133/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
81,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,81,97,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/152/1,1,152,HumanEval/152,820,22,2,249,9,2,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,False,True,64,4,9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:152:RandomSpanInfillingLight/HumanEval/152/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
82,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,82,98,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/10/1,1,10,HumanEval/10,761,34,1,224,10,1,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,False,True,64,7,10,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:10:RandomSpanInfillingLight/HumanEval/10/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
83,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,83,99,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/22/1,1,22,HumanEval/22,283,38,2,100,10,2,medium,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,False,True,64,4,10,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:22:RandomSpanInfillingLight/HumanEval/22/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
84,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,84,100,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/5/1,1,5,HumanEval/5,364,64,52,122,17,16,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,True,64,3,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:5:RandomSpanInfillingLight/HumanEval/5/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
85,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,85,101,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/13/1,1,13,HumanEval/13,217,38,14,72,17,5,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,True,True,64,16,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:13:RandomSpanInfillingLight/HumanEval/13/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
86,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,86,102,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/36/1,1,36,HumanEval/36,274,27,132,106,17,48,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,True,True,64,20,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:36:RandomSpanInfillingLight/HumanEval/36/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
87,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,87,103,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/65/1,1,65,HumanEval/65,380,42,1,121,17,1,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,False,False,64,16,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:65:RandomSpanInfillingLight/HumanEval/65/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
88,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,88,104,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/87/1,1,87,HumanEval/87,800,46,90,291,17,29,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,True,True,64,16,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:87:RandomSpanInfillingLight/HumanEval/87/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
89,deployable_and_oracle_recover_control_failure,deployable_and_oracle_recover_control_failure,89,105,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/151/1,1,151,HumanEval/151,473,38,3,162,17,2,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,True,True,64,13,17,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:151:RandomSpanInfillingLight/HumanEval/151/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
90,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,90,106,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/0/1,1,0,HumanEval/0,436,73,93,151,18,18,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,False,True,64,11,18,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:0:RandomSpanInfillingLight/HumanEval/0/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
91,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,91,107,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/14/1,1,14,HumanEval/14,227,69,19,65,19,5,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,False,False,64,16,19,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:14:RandomSpanInfillingLight/HumanEval/14/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
92,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,92,108,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/24/1,1,24,HumanEval/24,187,62,1,58,19,1,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,False,False,64,5,19,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:24:RandomSpanInfillingLight/HumanEval/24/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
93,harm_risk,deployable_harm_vs_control,93,109,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/46/1,1,46,HumanEval/46,575,53,49,226,19,17,long,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,True,False,False,64,15,19,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:46:RandomSpanInfillingLight/HumanEval/46/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
94,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,94,110,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/129/1,1,129,HumanEval/129,1449,401,144,446,111,47,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",111,False,False,False,64,9,111,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:129:RandomSpanInfillingLight/HumanEval/129/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
95,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,95,111,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/148/1,1,148,HumanEval/148,776,301,178,220,88,52,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",88,False,False,False,64,16,88,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:148:RandomSpanInfillingLight/HumanEval/148/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
96,harm_risk,deployable_harm_vs_control,96,112,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/124/1,1,124,HumanEval/124,999,221,123,342,85,37,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",85,True,False,False,64,20,85,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:124:RandomSpanInfillingLight/HumanEval/124/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
97,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,97,113,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/20/1,1,20,HumanEval/20,584,417,26,208,80,7,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",80,False,False,False,64,3,80,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:20:RandomSpanInfillingLight/HumanEval/20/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
98,harm_risk,deployable_harm_vs_control,98,114,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/105/1,1,105,HumanEval/105,810,188,190,296,79,52,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",79,True,False,True,64,4,79,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:105:RandomSpanInfillingLight/HumanEval/105/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
99,harm_risk,deployable_harm_vs_control,99,115,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/141/1,1,141,HumanEval/141,873,184,100,248,72,41,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",72,True,False,True,64,16,72,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:141:RandomSpanInfillingLight/HumanEval/141/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
100,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,100,116,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/6/1,1,6,HumanEval/6,437,263,73,121,70,22,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",70,False,False,False,64,3,70,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:6:RandomSpanInfillingLight/HumanEval/6/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
101,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,101,117,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/132/1,1,132,HumanEval/132,535,256,157,163,70,47,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",70,False,False,False,64,5,70,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:132:RandomSpanInfillingLight/HumanEval/132/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
102,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,102,118,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/119/1,1,119,HumanEval/119,642,253,105,178,69,50,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",69,False,False,True,64,11,69,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:119:RandomSpanInfillingLight/HumanEval/119/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
103,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,103,119,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/108/1,1,108,HumanEval/108,397,162,77,135,65,27,extreme,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",65,False,False,False,64,20,65,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfillingLight:108:RandomSpanInfillingLight/HumanEval/108/1,fixed_104_case_hard_tail_stress_no_sampling_no_label_changes
