task_id,outcome,oracle_len,oracle_bucket,base_passed,candidate_passed,base_selected_len,candidate_selected_len,base_final_source,candidate_final_source
SingleLineInfilling/HumanEval/131/L4,both_pass,12,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/131/L5,both_pass,9,9-12,True,True,7,7,base,base
SingleLineInfilling/HumanEval/131/L6,both_pass,6,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/131/L7,both_pass,8,<=8,True,True,9,9,base,base
SingleLineInfilling/HumanEval/131/L8,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/131/L9,both_fail,4,<=8,False,False,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/132/L0,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/132/L1,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/132/L10,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/132/L11,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/132/L12,both_fail,15,13-16,False,False,7,7,base,base
SingleLineInfilling/HumanEval/132/L13,both_fail,6,<=8,False,False,10,10,base,base
SingleLineInfilling/HumanEval/132/L14,both_pass,6,<=8,True,True,12,12,base,base
SingleLineInfilling/HumanEval/132/L15,both_fail,7,<=8,False,False,6,6,base,base
SingleLineInfilling/HumanEval/132/L2,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/132/L3,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/132/L4,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/132/L5,both_pass,4,<=8,True,True,9,9,base,base
SingleLineInfilling/HumanEval/132/L6,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/132/L7,both_fail,8,<=8,False,False,8,8,base,base
SingleLineInfilling/HumanEval/132/L8,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/132/L9,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/133/L0,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/133/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/133/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/133/L3,both_fail,9,9-12,False,False,7,7,base,base
SingleLineInfilling/HumanEval/133/L4,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/134/L1,both_fail,12,9-12,False,False,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/134/L2,both_fail,28,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/135/L0,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/135/L1,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/135/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/135/L3,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/135/L4,both_fail,4,<=8,False,False,7,7,base,base
SingleLineInfilling/HumanEval/135/L5,both_fail,5,<=8,False,False,8,8,base,base
SingleLineInfilling/HumanEval/135/L6,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/136/L0,both_pass,16,13-16,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/136/L1,both_pass,16,13-16,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/136/L2,both_fail,23,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/137/L0,both_pass,11,9-12,True,True,16,16,weak_correction,weak_correction
SingleLineInfilling/HumanEval/137/L1,both_pass,19,17-24,True,True,20,20,strong_correction,strong_correction
SingleLineInfilling/HumanEval/137/L2,both_pass,19,17-24,True,True,20,20,strong_correction,strong_correction
SingleLineInfilling/HumanEval/137/L3,both_fail,14,13-16,False,False,11,11,base,base
SingleLineInfilling/HumanEval/137/L4,both_fail,17,17-24,False,False,12,12,base,base
SingleLineInfilling/HumanEval/138/L0,both_fail,14,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/139/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/139/L1,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/139/L2,both_fail,13,13-16,False,False,8,8,base,base
SingleLineInfilling/HumanEval/139/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/139/L4,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/139/L5,both_pass,6,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/14/L0,both_pass,5,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/14/L2,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/14/L3,both_fail,10,9-12,False,False,9,9,base,base
SingleLineInfilling/HumanEval/14/L4,both_fail,4,<=8,False,False,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/140/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/140/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/140/L10,both_fail,14,13-16,False,False,10,10,base,base
SingleLineInfilling/HumanEval/140/L11,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/140/L12,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/140/L13,both_pass,13,13-16,True,True,5,5,base,base
SingleLineInfilling/HumanEval/140/L14,both_pass,5,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/140/L15,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/140/L16,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/140/L17,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/140/L18,both_pass,6,<=8,True,True,11,11,base,base
SingleLineInfilling/HumanEval/140/L19,both_fail,5,<=8,False,False,7,7,base,base
SingleLineInfilling/HumanEval/140/L2,both_pass,11,9-12,True,True,8,8,base,base
SingleLineInfilling/HumanEval/140/L3,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/140/L4,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/140/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/140/L6,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/140/L7,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/140/L8,both_fail,10,9-12,False,False,6,6,base,base
SingleLineInfilling/HumanEval/140/L9,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/141/L0,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/141/L1,both_pass,12,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/141/L10,both_fail,20,17-24,False,False,9,9,base,base
SingleLineInfilling/HumanEval/141/L11,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/141/L12,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/141/L13,both_pass,6,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/141/L2,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/141/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/141/L4,both_pass,12,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/141/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/141/L6,both_pass,13,13-16,True,True,8,8,base,base
SingleLineInfilling/HumanEval/141/L7,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/141/L8,both_pass,13,13-16,True,True,13,13,weak_correction,weak_correction
SingleLineInfilling/HumanEval/141/L9,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/142/L0,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/142/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/142/L2,both_pass,10,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/142/L3,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/142/L4,both_pass,18,17-24,True,True,10,10,base,base
SingleLineInfilling/HumanEval/142/L5,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/142/L6,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/142/L7,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/142/L8,both_pass,6,<=8,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/143/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/143/L1,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/143/L10,both_pass,10,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/143/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/143/L3,both_fail,10,9-12,False,False,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/143/L4,both_fail,7,<=8,False,False,11,11,base,base
SingleLineInfilling/HumanEval/143/L5,both_fail,12,9-12,False,False,9,9,base,base
SingleLineInfilling/HumanEval/143/L6,both_pass,11,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/143/L7,both_pass,7,<=8,True,True,10,10,base,base
SingleLineInfilling/HumanEval/143/L8,both_pass,16,13-16,True,True,12,12,base,base
SingleLineInfilling/HumanEval/143/L9,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/144/L0,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/144/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/144/L2,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/144/L3,both_pass,12,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/144/L4,both_pass,18,17-24,True,True,11,11,base,base
SingleLineInfilling/HumanEval/144/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/144/L6,both_pass,4,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/145/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/145/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/145/L2,both_fail,20,17-24,False,False,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/145/L3,both_fail,14,13-16,False,False,8,8,base,base
SingleLineInfilling/HumanEval/145/L4,both_fail,13,13-16,False,False,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/145/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/145/L6,both_fail,12,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/146/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/146/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/146/L3,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/146/L4,both_pass,21,17-24,True,True,24,24,strong_correction,strong_correction
SingleLineInfilling/HumanEval/146/L5,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/146/L6,both_fail,27,25+,False,False,11,11,base,base
SingleLineInfilling/HumanEval/146/L7,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/146/L9,both_pass,5,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/147/L0,both_fail,22,17-24,False,False,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/147/L1,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/147/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/147/L3,both_pass,11,9-12,True,True,13,13,weak_correction,weak_correction
SingleLineInfilling/HumanEval/147/L4,both_fail,11,9-12,False,False,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/147/L5,both_pass,19,17-24,True,True,22,22,official_long_suspicion,official_long_suspicion
SingleLineInfilling/HumanEval/147/L6,both_pass,15,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/147/L7,both_pass,6,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/148/L0,both_fail,36,25+,False,False,4,4,base,base
SingleLineInfilling/HumanEval/148/L1,both_pass,23,17-24,True,True,20,20,strong_correction,strong_correction
SingleLineInfilling/HumanEval/148/L2,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/148/L3,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/148/L4,both_pass,13,13-16,True,True,28,28,strong_correction,strong_correction
SingleLineInfilling/HumanEval/148/L5,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/148/L6,both_fail,18,17-24,False,False,15,15,strong_correction,strong_correction
SingleLineInfilling/HumanEval/148/L7,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/148/L8,both_fail,18,17-24,False,False,7,7,base,base
SingleLineInfilling/HumanEval/149/L0,both_fail,5,<=8,False,False,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/149/L1,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/149/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/149/L3,both_pass,11,9-12,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/149/L4,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/149/L5,both_fail,12,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/15/L0,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/150/L0,both_fail,8,<=8,False,False,6,6,base,base
SingleLineInfilling/HumanEval/150/L1,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/150/L2,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/150/L3,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/150/L4,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/150/L5,both_pass,3,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/150/L6,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/150/L7,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/151/L0,both_fail,30,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/152/L0,both_fail,18,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/153/L0,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/153/L1,both_fail,48,25+,False,False,7,7,base,base
SingleLineInfilling/HumanEval/153/L2,both_pass,7,<=8,True,True,10,10,base,base
SingleLineInfilling/HumanEval/153/L3,both_fail,41,25+,False,False,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/153/L4,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/153/L5,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/153/L6,both_pass,6,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/153/L8,both_fail,10,9-12,False,False,8,8,base,base
SingleLineInfilling/HumanEval/153/L9,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/154/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/154/L1,both_fail,7,<=8,False,False,5,5,base,base
SingleLineInfilling/HumanEval/154/L2,both_pass,15,13-16,True,True,15,15,strong_correction,strong_correction
SingleLineInfilling/HumanEval/154/L3,both_pass,11,9-12,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/154/L4,both_pass,14,13-16,True,True,11,11,base,base
SingleLineInfilling/HumanEval/154/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/154/L6,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/155/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/155/L1,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/155/L2,both_fail,9,9-12,False,False,8,8,base,base
SingleLineInfilling/HumanEval/155/L3,both_pass,10,9-12,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/155/L4,both_pass,6,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/155/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/155/L6,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/155/L7,both_fail,10,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/156/L0,both_pass,33,25+,True,True,32,32,strong_correction,strong_correction
SingleLineInfilling/HumanEval/156/L1,both_pass,29,25+,True,True,28,28,strong_correction,strong_correction
SingleLineInfilling/HumanEval/156/L10,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/156/L11,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/156/L12,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/156/L13,both_fail,6,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/156/L2,both_fail,23,17-24,False,False,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/156/L3,both_pass,24,17-24,True,True,24,24,strong_correction,strong_correction
SingleLineInfilling/HumanEval/156/L4,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/156/L5,both_pass,5,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/156/L6,both_pass,6,<=8,True,True,9,9,base,base
SingleLineInfilling/HumanEval/156/L7,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/156/L8,both_fail,9,9-12,False,False,7,7,base,base
SingleLineInfilling/HumanEval/156/L9,both_pass,6,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/157/L0,both_fail,29,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/158/L0,both_fail,21,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/159/L0,both_fail,8,<=8,False,False,5,5,base,base
SingleLineInfilling/HumanEval/159/L1,both_pass,12,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/159/L2,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/159/L3,both_fail,11,9-12,False,False,4,4,base,base
SingleLineInfilling/HumanEval/16/L0,both_fail,8,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/160/L0,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/160/L1,both_fail,20,17-24,False,False,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/160/L2,both_fail,12,9-12,False,False,11,11,base,base
SingleLineInfilling/HumanEval/160/L3,both_fail,6,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/161/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/161/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/161/L10,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/161/L11,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/161/L12,both_pass,10,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/161/L13,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/161/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/161/L3,both_pass,7,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/161/L4,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/161/L5,both_fail,12,9-12,False,False,10,10,base,base
SingleLineInfilling/HumanEval/161/L6,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/161/L7,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/161/L8,both_pass,5,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/161/L9,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/162/L0,both_pass,5,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/162/L1,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/163/L0,both_pass,13,13-16,True,True,13,13,weak_correction,weak_correction
SingleLineInfilling/HumanEval/163/L1,both_fail,13,13-16,False,False,8,8,base,base
SingleLineInfilling/HumanEval/163/L3,both_fail,25,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/17/L0,both_pass,24,17-24,True,True,24,24,strong_correction,strong_correction
SingleLineInfilling/HumanEval/17/L1,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/18/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/18/L2,both_pass,18,17-24,True,True,9,9,base,base
SingleLineInfilling/HumanEval/18/L3,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/18/L4,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/18/L6,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/19/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/19/L1,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L10,both_pass,8,<=8,True,True,9,9,base,base
SingleLineInfilling/HumanEval/19/L11,both_pass,3,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/19/L12,both_fail,27,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/19/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L3,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L4,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L5,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L6,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L7,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L8,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/19/L9,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/2/L0,both_fail,9,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/20/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/20/L1,both_pass,5,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/20/L10,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/20/L11,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/20/L12,both_pass,6,<=8,True,True,10,10,base,base
SingleLineInfilling/HumanEval/20/L13,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/20/L15,both_pass,5,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/20/L3,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/20/L4,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/20/L5,both_pass,8,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/20/L6,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/20/L7,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/20/L8,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/20/L9,both_pass,4,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/21/L0,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/21/L1,both_pass,9,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/21/L2,both_fail,22,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/22/L0,both_fail,15,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/23/L0,both_fail,6,<=8,False,False,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/24/L0,both_fail,9,9-12,False,False,8,8,base,base
SingleLineInfilling/HumanEval/24/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/24/L2,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/25/L0,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/25/L1,both_pass,5,<=8,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/25/L10,both_pass,8,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/25/L11,both_pass,6,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/25/L12,both_fail,4,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/25/L2,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/25/L3,both_pass,14,13-16,True,True,7,7,base,base
SingleLineInfilling/HumanEval/25/L4,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/25/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/25/L6,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/25/L7,both_fail,4,<=8,False,False,10,10,base,base
SingleLineInfilling/HumanEval/25/L8,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/26/L0,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/26/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/26/L2,both_fail,17,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/27/L0,both_fail,8,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/28/L0,both_fail,9,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/29/L0,both_fail,14,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/3/L0,both_pass,6,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/3/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/3/L3,both_pass,5,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/3/L4,both_pass,8,<=8,True,True,9,9,base,base
SingleLineInfilling/HumanEval/3/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/3/L7,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/30/L0,both_fail,15,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/31/L0,both_fail,8,<=8,False,False,6,6,base,base
SingleLineInfilling/HumanEval/31/L1,both_pass,4,<=8,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/31/L2,both_pass,14,13-16,True,True,11,11,base,base
