task_id,task_group,case_pool,action_id,experimental_seed,seed,passed,generated_text_sha256,generated_text_len,code_sha256,selected_mask_length,actual_canvas_length,oracle_mask_length,canvas_is_oracle_sufficient,decode_steps,actual_forward_steps,effective_steps,effective_update_steps,total_token_changes,early_commit_enabled,early_commit_triggered,full_schedule_completed,stop_reason,no_remaining_masks_first_step,remasked_token_count,remasked_span_start,remasked_span_end_exclusive,remasked_span_width,remasked_span_center_index,refinement_steps,refinement_executed,span_refinement_executed,stage1_hash,output_changed_vs_C,total_sec_including_probe,compile_passed,error_type,error_message_short,action_was_executed,execution_note,source_commit,c_reference_hash
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,1695432566,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,99,88888156b964572e0bafc172d2c8220e9a863d441585476f1fa20c7e7822f660,27,27,27,True,88,65,24,6,6,False,False,True,not_stopped,23,6,5,11,6,8,24,True,True,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9,False,4.335154491011053,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,c239f43f41f447522f464a920c7404e66cc5a5e8af00066a5c3e1a4d61109fd9
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,E_oracle_sufficient_no_early_commit,1,84652182,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,65,ff3e3d272e9c0f7f13d287130b1ed37726206d2504deb33db830c52ae7938578,18,18,18,True,64,64,64,18,18,False,False,True,not_stopped,63,,,,,,,,,,False,5.42999403399881,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,F_oracle_sufficient_trace_remask,1,84652182,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,65,ff3e3d272e9c0f7f13d287130b1ed37726206d2504deb33db830c52ae7938578,18,18,18,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,5.043776441947557,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,84652182,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,65,ff3e3d272e9c0f7f13d287130b1ed37726206d2504deb33db830c52ae7938578,18,18,18,True,88,66,24,4,4,False,False,True,not_stopped,21,4,10,14,4,12,24,True,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,5.697252584854141,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,E_oracle_sufficient_no_early_commit,2,674676750,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,65,ff3e3d272e9c0f7f13d287130b1ed37726206d2504deb33db830c52ae7938578,18,18,18,True,64,64,64,18,18,False,False,True,not_stopped,63,,,,,,,,,,False,5.433015314862132,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,F_oracle_sufficient_trace_remask,2,674676750,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,65,ff3e3d272e9c0f7f13d287130b1ed37726206d2504deb33db830c52ae7938578,18,18,18,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,5.046764557017013,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,674676750,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,65,ff3e3d272e9c0f7f13d287130b1ed37726206d2504deb33db830c52ae7938578,18,18,18,True,88,66,24,4,4,False,False,True,not_stopped,21,4,10,14,4,12,24,True,True,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230,False,5.713251425884664,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5fdfae095081cbbb69f5b17c638d60abf7a2ce664f6ef4913e0c86e155eb2230
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,E_oracle_sufficient_no_early_commit,1,500137003,True,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,63,f332b8e82a591694a2e36fd0afa7bc6467dfb6c03e23ca563e7541673f2c1d2c,18,18,18,True,64,64,64,18,18,False,False,True,not_stopped,63,,,,,,,,,,True,5.430635806987993,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,F_oracle_sufficient_trace_remask,1,500137003,True,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,63,f332b8e82a591694a2e36fd0afa7bc6467dfb6c03e23ca563e7541673f2c1d2c,18,18,18,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf,True,4.99513257003855,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,500137003,True,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,63,f332b8e82a591694a2e36fd0afa7bc6467dfb6c03e23ca563e7541673f2c1d2c,18,18,18,True,88,66,24,4,4,False,False,True,not_stopped,21,4,14,18,4,17,24,True,True,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf,True,5.720428164117038,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,E_oracle_sufficient_no_early_commit,2,1049736692,True,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,63,f332b8e82a591694a2e36fd0afa7bc6467dfb6c03e23ca563e7541673f2c1d2c,18,18,18,True,64,64,64,18,18,False,False,True,not_stopped,63,,,,,,,,,,True,5.420193044003099,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,F_oracle_sufficient_trace_remask,2,1049736692,True,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,63,f332b8e82a591694a2e36fd0afa7bc6467dfb6c03e23ca563e7541673f2c1d2c,18,18,18,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf,True,5.039944090647623,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,1049736692,True,31f9886544870fdde6f4e247bf1fb894176e4a2364dec022e66815f2b880a032,63,f332b8e82a591694a2e36fd0afa7bc6467dfb6c03e23ca563e7541673f2c1d2c,18,18,18,True,88,66,24,4,4,False,False,True,not_stopped,21,4,14,18,4,17,24,True,True,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf,True,5.693084674770944,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,9912399819c643d73dda12d9f6d54b4c2379754bce79d1ed2d757cb006c0feaf
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,E_oracle_sufficient_no_early_commit,1,1248209081,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,141,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,48,48,48,True,64,64,64,48,48,False,False,True,not_stopped,,,,,,,,,,,False,6.260260154027492,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,F_oracle_sufficient_trace_remask,1,1248209081,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,141,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,48,48,48,True,80,57,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,5.720893881982192,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,1248209081,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,141,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,48,48,48,True,88,65,24,8,8,False,False,True,not_stopped,23,8,34,42,8,38,24,True,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,6.498836340964772,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,E_oracle_sufficient_no_early_commit,2,2085516570,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,141,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,48,48,48,True,64,64,64,48,48,False,False,True,not_stopped,,,,,,,,,,,False,6.284529302967712,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,F_oracle_sufficient_trace_remask,2,2085516570,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,141,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,48,48,48,True,80,57,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,5.72248058009427,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,2085516570,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,141,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,48,48,48,True,88,65,24,8,8,False,False,True,not_stopped,23,8,34,42,8,38,24,True,True,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2,False,6.487933574942872,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,fbdb11f7311ebab67dd1035f9759a3f9a66a653b0f36b4e7b8e6db1d8b2067e2
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,E_oracle_sufficient_no_early_commit,1,500077031,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,118,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,41,41,41,True,64,64,64,41,41,False,False,True,not_stopped,,,,,,,,,,,False,6.2564297780627385,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,F_oracle_sufficient_trace_remask,1,500077031,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,118,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,41,41,41,True,80,57,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,5.73855076986365,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,500077031,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,118,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,41,41,41,True,88,65,24,8,8,False,False,True,not_stopped,23,8,14,22,8,18,24,True,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,6.488208406954072,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,E_oracle_sufficient_no_early_commit,2,673600418,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,118,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,41,41,41,True,64,64,64,41,41,False,False,True,not_stopped,,,,,,,,,,,False,6.283980665146373,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,F_oracle_sufficient_trace_remask,2,673600418,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,118,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,41,41,41,True,80,57,16,4,4,False,False,True,not_stopped,14,4,,,,,16,True,,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,5.730480594094843,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,673600418,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,118,0212566487f7eec44c3f868716f800537323c935cee7df67942eaceba5d40a2a,41,41,41,True,88,65,24,8,8,False,False,True,not_stopped,23,8,14,22,8,18,24,True,True,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e,False,6.5011325881350785,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,31ddac74f4c03d5c1c00122fee86c172d4f67c39441a5333b2ff9a97e8041e3e
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,E_oracle_sufficient_no_early_commit,1,67742789,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,46,800d032956b4c8c28e3e4ffdc7f35b01d8f8e87e7ec261f1d57703e7b19d1802,23,23,23,True,64,64,64,23,23,False,False,True,not_stopped,63,,,,,,,,,,False,5.139873948995955,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,F_oracle_sufficient_trace_remask,1,67742789,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,46,800d032956b4c8c28e3e4ffdc7f35b01d8f8e87e7ec261f1d57703e7b19d1802,23,23,23,True,80,58,16,3,3,False,False,True,not_stopped,14,3,,,,,16,True,,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,4.753309024963528,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,67742789,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,46,800d032956b4c8c28e3e4ffdc7f35b01d8f8e87e7ec261f1d57703e7b19d1802,23,23,23,True,88,66,24,5,5,False,False,True,not_stopped,22,5,18,23,5,21,24,True,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,5.385014651110396,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,E_oracle_sufficient_no_early_commit,2,875897258,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,46,800d032956b4c8c28e3e4ffdc7f35b01d8f8e87e7ec261f1d57703e7b19d1802,23,23,23,True,64,64,64,23,23,False,False,True,not_stopped,63,,,,,,,,,,False,5.134893580107018,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,F_oracle_sufficient_trace_remask,2,875897258,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,46,800d032956b4c8c28e3e4ffdc7f35b01d8f8e87e7ec261f1d57703e7b19d1802,23,23,23,True,80,58,16,3,3,False,False,True,not_stopped,14,3,,,,,16,True,,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,4.764078825013712,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,875897258,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,46,800d032956b4c8c28e3e4ffdc7f35b01d8f8e87e7ec261f1d57703e7b19d1802,23,23,23,True,88,66,24,5,5,False,False,True,not_stopped,22,5,18,23,5,21,24,True,True,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2,False,5.363111560000107,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,0008d8ce947aed4a1329aa56df307e102da6b7ccc3a39c471b0ae08d98e70ff2
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,E_oracle_sufficient_no_early_commit,1,714462547,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,50,fec71e38f1f1cb08469737ffc423b7605eed059a1fa07857efcaa4c9eac62054,20,20,20,True,64,64,64,20,20,False,False,True,not_stopped,63,,,,,,,,,,False,5.012107086949982,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,F_oracle_sufficient_trace_remask,1,714462547,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,50,fec71e38f1f1cb08469737ffc423b7605eed059a1fa07857efcaa4c9eac62054,20,20,20,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,4.655295721022412,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,714462547,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,50,fec71e38f1f1cb08469737ffc423b7605eed059a1fa07857efcaa4c9eac62054,20,20,20,True,88,66,24,4,4,False,False,True,not_stopped,21,4,6,10,4,8,24,True,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,5.279604419833049,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,E_oracle_sufficient_no_early_commit,2,818635004,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,50,fec71e38f1f1cb08469737ffc423b7605eed059a1fa07857efcaa4c9eac62054,20,20,20,True,64,64,64,20,20,False,False,True,not_stopped,63,,,,,,,,,,False,5.019343429012224,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,F_oracle_sufficient_trace_remask,2,818635004,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,50,fec71e38f1f1cb08469737ffc423b7605eed059a1fa07857efcaa4c9eac62054,20,20,20,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,4.682429613894783,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,missed_failed_long,G_oracle_sufficient_trace_span_remask,2,818635004,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,50,fec71e38f1f1cb08469737ffc423b7605eed059a1fa07857efcaa4c9eac62054,20,20,20,True,88,66,24,4,4,False,False,True,not_stopped,21,4,6,10,4,8,24,True,True,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b,False,5.2880317429080606,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,686c59693ba501fa33f06f55e35b40fc66ddfb13a856cf08061563996a012b2b
SingleLineInfilling/HumanEval/32/L1,HumanEval/32,missed_failed_long,E_oracle_sufficient_no_early_commit,1,1185772751,True,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,47,3390a284edc311fb1d66d4a9e3a71a496f344fc7b747ce82fc9a8398fc775c7a,20,20,20,True,64,64,64,20,20,False,False,True,not_stopped,63,,,,,,,,,,False,6.1144937528297305,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517
SingleLineInfilling/HumanEval/32/L1,HumanEval/32,missed_failed_long,F_oracle_sufficient_trace_remask,1,1185772751,True,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,47,3390a284edc311fb1d66d4a9e3a71a496f344fc7b747ce82fc9a8398fc775c7a,20,20,20,True,80,58,16,2,2,False,False,True,not_stopped,12,2,,,,,16,True,,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,False,5.681432007928379,True,,,True,executed_trace_token_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517
SingleLineInfilling/HumanEval/32/L1,HumanEval/32,missed_failed_long,G_oracle_sufficient_trace_span_remask,1,1185772751,True,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,47,3390a284edc311fb1d66d4a9e3a71a496f344fc7b747ce82fc9a8398fc775c7a,20,20,20,True,88,66,24,4,4,False,False,True,not_stopped,21,4,13,17,4,15,24,True,True,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,False,6.4437266470631585,True,,,True,executed_trace_span_remask_refinement,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517
SingleLineInfilling/HumanEval/32/L1,HumanEval/32,missed_failed_long,E_oracle_sufficient_no_early_commit,2,534575674,True,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517,47,3390a284edc311fb1d66d4a9e3a71a496f344fc7b747ce82fc9a8398fc775c7a,20,20,20,True,64,64,64,20,20,False,False,True,not_stopped,63,,,,,,,,,,False,6.1298162501771,True,,,True,executed_oracle_sufficient_no_early_commit,89e30c13879d1197ef5588ef5da4582d6d1e44b4,5c2fb1c2b2002557c773c249a77ff929dce1ef3c480cf28c3653acb91f0fe517
