task_id,policy,oracle_length,oracle_bucket,passed,current_selected_length,proportional_selected_length,new_selected_length,promoted,current_abs_error,new_abs_error,delta_abs_error,improved_length_error,worsened_length_error,current_under_selected,new_under_selected,current_over_selected,new_over_selected,max_probe_length,candidate_count
SingleLineInfilling/HumanEval/29/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,False,3,3,3,False,11,11,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/30/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,15,13-16,False,3,3,3,False,12,12,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/31/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,False,6,6,6,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/31/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,16,16,16,False,12,12,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/31/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,11,11,11,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/31/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/31/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,16,4,16,False,12,12,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/31/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,False,7,3,7,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/32/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,12,9-12,False,8,8,8,False,4,4,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/32/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,20,17-24,False,7,7,7,False,13,13,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/32/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/32/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/32/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,False,7,7,7,False,7,7,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/32/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/32/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,20,17-24,False,13,9,13,False,7,7,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/32/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/32/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,False,20,20,20,False,16,16,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/32/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/32/L10,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/33/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,4,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/33/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,False,5,5,5,False,9,9,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/33/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/34/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,False,3,3,3,False,5,5,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/35/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/35/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,10,10,10,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/35/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/35/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,6,5,6,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/35/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,6,3,6,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/36/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/36/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,False,14,14,14,False,6,6,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/36/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,21,17-24,True,24,24,24,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/36/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/36/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,7,7,7,False,6,6,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/36/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,13,6,13,False,7,7,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/36/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/36/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,14,14,14,False,4,4,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/36/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/37/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/37/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/37/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/37/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/37/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,13,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/37/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,12,6,12,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/37/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,12,9-12,False,6,6,6,False,6,6,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/37/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,False,7,7,7,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/37/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,False,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/38/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,12,9-12,False,8,3,8,False,4,4,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/39/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,12,12,12,False,5,5,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/39/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,13,6,13,False,5,5,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/39/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,16,16,16,False,12,12,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/39/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,24,17-24,False,13,13,13,False,11,11,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/39/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/39/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,11,11,11,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/39/L10,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L11,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,13,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L12,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L13,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L14,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/39/L15,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,6,6,6,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/40/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,13,9,13,False,4,4,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/40/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/40/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/40/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,18,17-24,False,14,14,14,False,4,4,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/40/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,7,5,7,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/40/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/41/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,False,3,3,3,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/42/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,False,3,3,3,False,11,11,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/43/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/43/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/43/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,14,14,14,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/43/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,7,4,7,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/43/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/44/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,4,4,4,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/44/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,5,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/44/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/44/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/44/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/45/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,False,3,3,3,False,8,8,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/46/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,16,13-16,True,16,16,16,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/46/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,9,9,9,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/46/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/46/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,False,4,4,4,False,10,10,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/46/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,23,17-24,True,7,7,7,False,16,16,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/46/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,4,4,4,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/46/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,False,3,3,3,False,4,4,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/47/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,6,5,6,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/47/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,13,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/47/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,False,14,11,14,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/47/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,13,13,13,False,9,9,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/47/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,29,25+,False,9,9,9,False,20,20,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/48/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,13,13,13,False,4,4,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/48/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,17,17-24,False,6,6,6,False,11,11,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/48/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/48/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/49/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/49/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,5,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/49/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,12,12,12,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/49/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,6,3,6,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/50/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,35,25+,False,12,5,12,False,23,23,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/51/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,34,25+,False,3,3,3,False,31,31,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/52/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/52/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,False,6,6,6,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/52/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/52/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/53/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,5,5,5,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/54/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,12,9-12,False,3,3,3,False,9,9,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/55/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,6,6,6,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/55/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/55/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,13,13,13,False,5,5,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/55/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,6,6,6,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/55/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,16,13-16,False,3,3,3,False,13,13,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/56/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/56/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/56/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,3,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/56/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/56/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,7,4,7,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/56/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/56/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/56/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/56/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,9,3,9,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/57/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,17,17-24,False,6,6,6,False,11,11,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/57/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/57/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/58/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/58/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/58/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/58/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/58/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/58/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,False,11,11,11,False,4,4,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/59/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,12,12,12,False,5,5,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/59/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,6,6,6,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/59/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,16,16,16,False,12,12,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/59/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,False,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/59/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/59/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/59/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,6,5,6,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/59/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,7,7,7,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/59/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/59/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,14,13-16,True,14,14,14,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/59/L10,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,5,5,5,False,5,5,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/59/L11,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/60/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,False,3,3,3,False,7,7,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/61/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/61/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/61/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,False,19,3,19,False,12,12,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/61/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/61/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,19,4,19,False,15,15,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/61/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/61/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
