action,action_equivalence_class,action_schema_version,actual_canvas,actual_forward_steps,code_sha256,compile_passed,decode_steps,early_commit_enabled,early_commit_triggered,effective_update_steps,error_message_short,error_type,experimental_seed,generated_text_sha256,inference_cost_sec,oracle_bucket,oracle_length,passed,primary_selected_length,seed,source_commit,split,stop_reason,target_length,task_group,task_id
EXPAND_48,SingleLineInfilling/HumanEval/106/L7|canvas=48,deployable_canvas_actions_v1,48,64,4577ac38b2db898965c4bf79c42c90ee03007763d2143279d2897f193ab87147,True,64,True,True,48,timed out,UnitTestFailure,0,dbe4d599b0077bda188dbdf6b85f2104df4fa6a152dbf0a307240c6e6483e653,7.671868960140273,<=8,6,False,6,2118105316,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/106,SingleLineInfilling/HumanEval/106/L7
KEEP_PRIMARY,SingleLineInfilling/HumanEval/106/L7|canvas=6,deployable_canvas_actions_v1,6,29,4923aa6cabe5ccc261bd33379d0ce983b7d7fe37634e5ebd934f6852026d5682,True,64,True,True,4,,,0,1d6e8734727c01d917c1b7b5ebbbf5266506cb2b8e4d18b890d64d6b71f4177b,1.9339601519750431,<=8,6,True,6,2118105316,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/106,SingleLineInfilling/HumanEval/106/L7
EXPAND_16,SingleLineInfilling/HumanEval/106/L8|canvas=16,deployable_canvas_actions_v1,16,63,f8a8eed9fd822870650fbec1af19748c5bf28e32cc1b0f715dabc60bac3ed53e,True,64,True,False,16,,,0,73a8f2ee0e0ac5a2cdc0994486c11c5ebfa2964d34a443933781a7978088dca7,4.049978647963144,13-16,15,True,15,915316879,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/106,SingleLineInfilling/HumanEval/106/L8
EXPAND_24,SingleLineInfilling/HumanEval/106/L8|canvas=24,deployable_canvas_actions_v1,24,51,62f3eacbfea83013281dcdca47aad23983492ceebf8cc8fe4af72367c90b153a,True,64,True,True,20,failed: ,UnitTestFailure,0,50185fbaf46e7feb810edd7d6597728a38e71a46c0ff539febf3124f259be392,3.3891470790840685,13-16,15,False,15,915316879,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/106,SingleLineInfilling/HumanEval/106/L8
EXPAND_32,SingleLineInfilling/HumanEval/106/L8|canvas=32,deployable_canvas_actions_v1,32,41,a27151e23825a88f1aba3775f2656645b403a11138157b02a9011d8ac0b1b097,True,64,True,True,21,,,0,c26cc4beadf1dee8bdab499a5b4bb04bca0a4a32d1f9fafab3e7a4316268c216,2.751828132895753,13-16,15,True,15,915316879,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/106,SingleLineInfilling/HumanEval/106/L8
EXPAND_48,SingleLineInfilling/HumanEval/106/L8|canvas=48,deployable_canvas_actions_v1,48,64,197d4a6819352bce38ed9b0ba44cad1e87e6e069a0c46d030b0f4df6a7489914,True,64,True,False,48,failed: ,UnitTestFailure,0,e74b980ead6f23c2811a87c300b939f981ffa0cb1c31916b95614a1ec84b8658,4.3793519620085135,13-16,15,False,15,915316879,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/106,SingleLineInfilling/HumanEval/106/L8
KEEP_PRIMARY,SingleLineInfilling/HumanEval/106/L8|canvas=15,deployable_canvas_actions_v1,15,42,4923aa6cabe5ccc261bd33379d0ce983b7d7fe37634e5ebd934f6852026d5682,True,64,True,True,11,,,0,4ca26d64bc2975c4a7d2d76e2d8a05e83aba46c4da5331bdc3d8b9805d353fe6,2.7313927029026672,13-16,15,True,15,915316879,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/106,SingleLineInfilling/HumanEval/106/L8
EXPAND_16,SingleLineInfilling/HumanEval/106/L9|canvas=16,deployable_canvas_actions_v1,16,60,6567c5b2d1696aa445a27d3e78ae307d25264818232387f7bc7907cf4730a96c,True,64,True,True,16,failed: name 'list_reversed' is not defined,UnitTestFailure,0,273e17f19f5eb3162c1d432d1c2a77b2df79cb2bf380c6b5aeaf369beeb53e26,3.8993139058584347,<=8,7,False,7,1651983656,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/106,SingleLineInfilling/HumanEval/106/L9
EXPAND_24,SingleLineInfilling/HumanEval/106/L9|canvas=24,deployable_canvas_actions_v1,24,64,1b20a83d7b2e2c61371645e24a24bf20eb4ce8e580d047e47fffd0bc6125f107,True,64,True,False,24,,,0,f2c04a401b20751206c3f38309b45897ca937c9cb070c3efeeb26cd44b738e36,4.196611166931689,<=8,7,True,7,1651983656,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/106,SingleLineInfilling/HumanEval/106/L9
EXPAND_32,SingleLineInfilling/HumanEval/106/L9|canvas=32,deployable_canvas_actions_v1,32,64,4b9723f20b957a2802c57dc124561ac39049f2aff0c92aad79fb4c080da2e791,True,64,True,False,32,,,0,11264294dbf9d7671a3e547ce3f2ddbc8185c7a014962f5ffb41296356e57af4,4.270504908054136,<=8,7,True,7,1651983656,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,32,HumanEval/106,SingleLineInfilling/HumanEval/106/L9
EXPAND_48,SingleLineInfilling/HumanEval/106/L9|canvas=48,deployable_canvas_actions_v1,48,62,9f95bce2e6ef28225060a2431edd2e043a480975e2b5e92cd9451ba5915622d1,True,64,True,True,47,failed: 'int' object is not iterable,UnitTestFailure,0,d2228d573a8035fe10f84c6b2cebe92ac8989488e8bbeae2275ae4f97be1aac8,4.530344495084137,<=8,7,False,7,1651983656,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/106,SingleLineInfilling/HumanEval/106/L9
KEEP_PRIMARY,SingleLineInfilling/HumanEval/106/L9|canvas=7,deployable_canvas_actions_v1,7,29,4923aa6cabe5ccc261bd33379d0ce983b7d7fe37634e5ebd934f6852026d5682,True,64,True,True,4,,,0,b7a5d4f7e10d56925d688e21f7d0a13bff6c9575a253991dd413f9c45c35be55,1.954011836904101,<=8,7,True,7,1651983656,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/106,SingleLineInfilling/HumanEval/106/L9
EXPAND_16,SingleLineInfilling/HumanEval/107/L0|canvas=16,deployable_canvas_actions_v1,16,63,cce95a8c43da9763741bdc0fdc1654f49a9f68ad184740cb17e6543d049123fa,True,64,True,False,16,,,0,d65d2ef69c7a2105e22fca91eb6199cccbe5cf3b0a9e995d46d81bb021eec7ef,5.655063886079006,9-12,10,True,10,135950365,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L0
EXPAND_24,SingleLineInfilling/HumanEval/107/L0|canvas=24,deployable_canvas_actions_v1,24,41,a89427dbb6c0e110747d2c265531c9d7a418b9d1cc508994987e2dcc95b3a4de,True,64,True,True,16,,,0,6d3c6963ce9c6e19a631380f11b4bdf610377629fccab3293d28cd920499d818,3.7125723119825125,9-12,10,True,10,135950365,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L0
EXPAND_32,SingleLineInfilling/HumanEval/107/L0|canvas=32,deployable_canvas_actions_v1,32,64,d9a81fc2df4323c6296af14b500653d5e2a5b63552776f4114038ad95febde6f,True,64,True,False,32,,,0,4ef33f683b5172cb29bd11a5677a43677c65754e18b8bbe10811967a30c9938d,6.116978685953654,9-12,10,True,10,135950365,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L0
EXPAND_48,SingleLineInfilling/HumanEval/107/L0|canvas=48,deployable_canvas_actions_v1,48,64,f41ed1fd8caaf18064f0ebb68f06680a242246a9e8f5b1c30d89f066b67fa3f6,True,64,True,False,48,,,0,d0bc3d8d69962fba6031a44e3268c7543cc6b87146fd269dc73090382f9b5f49,6.208444462041371,9-12,10,True,10,135950365,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L0
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L0|canvas=10,deployable_canvas_actions_v1,10,43,dfb32b4646d4af61cfc0317e091bea41387d8e21bca9fa1962d60a0b7b722d6c,True,64,True,True,8,,,0,3bcedac5773af0aa4ae5c06e3c1e7a7a7eb48c612479f0bd972b3ee32a82738f,3.8636477789841592,9-12,10,True,10,135950365,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L0
EXPAND_16,SingleLineInfilling/HumanEval/107/L1|canvas=16,deployable_canvas_actions_v1,16,63,5d2ab2bd7456176595fa5aed975bfabc46c057732e72697d139c1b4698ecaa50,False,64,True,False,16,"expected 'else' after 'if' expression (<unknown>, line 26)",SyntaxError,0,e1134a4a0cdb58f22b84942d099d0ba1c9c022c60e892270a3549c23cfb3498b,5.433373896055855,13-16,13,False,13,108205798,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L1
EXPAND_24,SingleLineInfilling/HumanEval/107/L1|canvas=24,deployable_canvas_actions_v1,24,41,b7e1a9da50562f3c04599eb1f4e7cd06e1e02771f4113718064e5dafc46094c1,False,64,True,True,16,"invalid syntax (<unknown>, line 26)",SyntaxError,0,bb542048891a2eddc2775a2d4004f32b845255b2c0f10a2bc472ba32a6d48a50,3.5702438219450414,13-16,13,False,13,108205798,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L1
EXPAND_32,SingleLineInfilling/HumanEval/107/L1|canvas=32,deployable_canvas_actions_v1,32,55,ee7723a51cc1b7b1579434d90c7878c34594a6301f37acca276e1bb3881665e9,True,64,True,True,28,,,0,80a142d17f82462d90731dce2a0086bd8f18732dde1bca0977640b163c6de31d,5.234253669041209,13-16,13,True,13,108205798,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L1
EXPAND_48,SingleLineInfilling/HumanEval/107/L1|canvas=48,deployable_canvas_actions_v1,48,53,2ea4d3824c009c310abfd8eb8331f261d54b630d00f477b0d5753e915e8716eb,True,64,True,True,40,,,0,a27b0351e43a4489df49739625522b0712d186dc90a5ff0ddf4798257f5485de,5.102554272045381,13-16,13,True,13,108205798,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L1
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L1|canvas=13,deployable_canvas_actions_v1,13,43,b2b8bc7dfc97df580d10272c6f15afe44ba5b65f492be1bf88cbe109e9e76b88,True,64,True,True,10,,,0,0a09cba9eaa54ccbe1cf8d547358a98207d454c3abc3ea003e00c2aac31cfd94,3.813449729932472,13-16,13,True,13,108205798,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L1
EXPAND_16,SingleLineInfilling/HumanEval/107/L10|canvas=16,deployable_canvas_actions_v1,16,63,74630c66a4bc67c8aaaab4124ca3ee755751cc6f8696597f5248c32ee10c4333,True,64,True,False,16,,,0,49642a6c10d2f7fd117ecf995229adca60c97659afbb2e22f3bcda1152d1f143,5.599262846051715,9-12,11,True,12,1359983072,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L10
EXPAND_24,SingleLineInfilling/HumanEval/107/L10|canvas=24,deployable_canvas_actions_v1,24,64,d347d22f5757b012260d1239378ce90cd77ad6ff476d48305e25667f025632f3,True,64,True,False,24,,,0,2b0d928d7e54fb0d0c9d9997d0e1dafe95f034b424dacbb81d78fa13f0b86cb6,5.756821571965702,9-12,11,True,12,1359983072,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L10
EXPAND_32,SingleLineInfilling/HumanEval/107/L10|canvas=32,deployable_canvas_actions_v1,32,64,edf0fd9734816ea94e96ffb7dc1e07d55418bc4286d944678a0141f5f8f34d63,True,64,True,False,32,failed: ,UnitTestFailure,0,322fbfc025877c388f86008dc6631de0d7e888c340d0b45c0839753fb07c3ac9,6.141579857910983,9-12,11,False,12,1359983072,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L10
EXPAND_48,SingleLineInfilling/HumanEval/107/L10|canvas=48,deployable_canvas_actions_v1,48,57,c92507ac71e0df6c96364ff3cdb45ba354f1fab898bd05f0f3ad6a0f5da74fa7,True,64,True,True,43,,,0,5d0fcc1acbc8bc7177153082f8e7737883e77b3c0626bee6013f33ddc07e82ff,5.548225279082544,9-12,11,True,12,1359983072,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L10
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L10|canvas=12,deployable_canvas_actions_v1,12,41,a36ba3a0a576224af7813a83a259096b29e6aeb77a304f5fae7a3b31c8e919a6,True,64,True,True,9,,,0,06bfd8804145dfae44b886f78beca84d773922e6e50ccf7c2a56de94d9c23f97,3.6740718649234623,9-12,11,True,12,1359983072,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L10
EXPAND_16,SingleLineInfilling/HumanEval/107/L11|canvas=19,deployable_canvas_actions_v1,19,41,917ed88c530b0ad26e39b567c94cd071e2010339cc92fe8a36333249fdd9d498,True,64,True,True,13,,,0,baac71c8d7bfb8e4236700b9c5955a1e7ffca786e71a5443784ac87207174ba6,3.630066442070529,17-24,18,True,19,1748520696,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L11
EXPAND_24,SingleLineInfilling/HumanEval/107/L11|canvas=24,deployable_canvas_actions_v1,24,56,9b68cb315d750002a8164d6cdc0118cff00da9b31b323561b32fb41dc8965ac4,False,64,True,True,22,"expected ':' (<unknown>, line 39)",SyntaxError,0,7075de699e2b14cdcc0243656172cff8f788e752ac3c91430c1ca9c065b9aaee,4.848276149015874,17-24,18,False,19,1748520696,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L11
EXPAND_32,SingleLineInfilling/HumanEval/107/L11|canvas=32,deployable_canvas_actions_v1,32,43,015a7cda9848cddb0b735a7fa2f949bdd075d5e25eebe9d9d1d2dd7bafdf236f,True,64,True,True,22,,,0,defc7c39954823c4fdfb92efb004fecc29019991cbdd181c290ede3820ffa2a2,3.859670422039926,17-24,18,True,19,1748520696,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L11
EXPAND_48,SingleLineInfilling/HumanEval/107/L11|canvas=48,deployable_canvas_actions_v1,48,64,ab0165ad9d7ddf1d817708d95610d8201695374e411b7d48bf7d0b4f0fe6e3ed,True,64,True,True,48,,,0,18550b12155db5dd11b867446a2b6d6c32f8c9fdcd5cefe928224786f95345de,6.143052885076031,17-24,18,True,19,1748520696,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L11
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L11|canvas=19,deployable_canvas_actions_v1,19,41,917ed88c530b0ad26e39b567c94cd071e2010339cc92fe8a36333249fdd9d498,True,64,True,True,13,,,0,baac71c8d7bfb8e4236700b9c5955a1e7ffca786e71a5443784ac87207174ba6,3.630066442070529,17-24,18,True,19,1748520696,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L11
EXPAND_16,SingleLineInfilling/HumanEval/107/L3|canvas=16,deployable_canvas_actions_v1,16,63,83e71ce13372d32cf8edb3f740da5bd15a9c11200539f7d11f4bb84320991d01,True,64,True,False,16,,,0,ee9ec8bcaf3a3ef5eb8fd73f22b157142d02c6c90574527a996ac40aa4c747b1,5.610751115833409,9-12,11,True,11,1826344811,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L3
EXPAND_24,SingleLineInfilling/HumanEval/107/L3|canvas=24,deployable_canvas_actions_v1,24,64,721235c1c6c51ca3c0651e26b3b7a173e3955156799b7976fb070b672896fc95,True,64,True,False,24,,,0,14821883c4cdafb5dd8a156f65b396e382ae1cd1592a1146aaa0cf2e05bc9a99,5.729953872971237,9-12,11,True,11,1826344811,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L3
EXPAND_32,SingleLineInfilling/HumanEval/107/L3|canvas=32,deployable_canvas_actions_v1,32,41,76e5cbcef4c9b41e370204e6ac0e077520b62023679c9ba477001838d799bf94,False,64,True,True,21,"invalid syntax (<unknown>, line 28)",SyntaxError,0,fd009d8198d033f51d1d9f1c8e8e7b3e741cdf3629c04c40a628d2613e915879,3.8547555659897625,9-12,11,False,11,1826344811,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L3
EXPAND_48,SingleLineInfilling/HumanEval/107/L3|canvas=48,deployable_canvas_actions_v1,48,50,b3b24ee072f3c97d65195b559a71361e776712ffeb8fe874f45d4176ec504e5c,True,64,True,True,38,,,0,63e03968645c70cee9d4decfb990080aa494091554d1df917ae2f9c3dd99f401,4.852052302099764,9-12,11,True,11,1826344811,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L3
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L3|canvas=11,deployable_canvas_actions_v1,11,41,b2b8bc7dfc97df580d10272c6f15afe44ba5b65f492be1bf88cbe109e9e76b88,True,64,True,True,8,,,0,b1860303013048de04959512f48544a77fa879d9da95d9f2fe3d65e756111101,3.6744783938629553,9-12,11,True,11,1826344811,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L3
EXPAND_16,SingleLineInfilling/HumanEval/107/L4|canvas=16,deployable_canvas_actions_v1,16,63,0232f5bb45aea174f1bbc1fcb1446ff52a6f70ba7416b60ede3aee87eb57df49,True,64,True,False,16,,,0,1e4706dcd77481ea0a5e452d81c71d3827c11620a4314b9e68dbdd0c32233027,5.559705455088988,9-12,11,True,10,867211655,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L4
EXPAND_24,SingleLineInfilling/HumanEval/107/L4|canvas=24,deployable_canvas_actions_v1,24,51,7b189e4b1e08836830af0b248f23c555c1b712e671458fd0f1b9d052b9c33dec,True,64,True,True,20,,,0,30113ad08ec641fb8062c428171d1ea5f8b0da388c39d61a63b8a6671292d86a,4.5919845799217,9-12,11,True,10,867211655,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L4
EXPAND_32,SingleLineInfilling/HumanEval/107/L4|canvas=32,deployable_canvas_actions_v1,32,41,9a084de03eefb513c63f13ed8bfd46aac4593047382e5fead58f8394ec025ce7,True,64,True,True,21,failed: This prints if this assert fails 2 (also good for debugging!),UnitTestFailure,0,1c9c805e68b8d7f9f6a27e36f2ecdc2749ca3dffe9457f70b1fdc5241d188e01,3.945660685072653,9-12,11,False,10,867211655,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L4
EXPAND_48,SingleLineInfilling/HumanEval/107/L4|canvas=48,deployable_canvas_actions_v1,48,56,25eebefce9dbcbd4ea64854a99ba2e1ba490d234ea9029437dd5112a65b842fc,True,64,True,True,42,,,0,ea6ab364d776d0310fe0d50504684673bba96791a919ca9132ca6322ede1aad4,5.435908776009455,9-12,11,True,10,867211655,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L4
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L4|canvas=10,deployable_canvas_actions_v1,10,43,1e11f774f95ba9ba4a792abeb0b3ffe78199377e4fa995c54b47b3ed9c5f3f1d,True,64,True,True,8,,,0,092cc52e1664dae37c77ef4377086a2e7a3edd1e6ed83d7a063cd359d31cce68,3.7934445318533108,9-12,11,True,10,867211655,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L4
EXPAND_16,SingleLineInfilling/HumanEval/107/L6|canvas=16,deployable_canvas_actions_v1,16,44,407b1b6f131811584a52273c0cd7d904eab9ef226265e3cee56ce17d84bffd62,True,64,True,True,12,,,0,a86813515137d1f4bad41e2b38f62439c0f799ac3d21c65da02bdac25cd7addf,3.912100960034877,13-16,13,True,13,1860307750,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L6
EXPAND_24,SingleLineInfilling/HumanEval/107/L6|canvas=24,deployable_canvas_actions_v1,24,64,ef26bf1d5ec0944cf41c3a2d93ed6bbaa25f86cda8e52019cf68bb81e6cabca3,True,64,True,False,24,,,0,61efcef75f7b9534fda95a12fc526197c15cf5630bc0c8c3f0eb796a7dea98f3,5.745453444891609,13-16,13,True,13,1860307750,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L6
EXPAND_32,SingleLineInfilling/HumanEval/107/L6|canvas=32,deployable_canvas_actions_v1,32,56,1e66e47e553fc8b2507352caa0691a573dc7303cf4a637eee5fab3a33f3f3e27,True,64,True,True,29,,,0,2d90dd055e9e910e9f596f0da4b3c3c9de0dce522c240472475eeb6ba6981b04,5.375294743920676,13-16,13,True,13,1860307750,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L6
EXPAND_48,SingleLineInfilling/HumanEval/107/L6|canvas=48,deployable_canvas_actions_v1,48,42,20df249116d41e3355a1ef0ee3a5b59d8752ae65ab1ed5b150511cf88ad91df0,True,64,True,True,32,failed: ,UnitTestFailure,0,a697d6bc6caebd6ccaa8e85d51f7b65fe2fab05af9513308cd4f940631842066,4.107619091984816,13-16,13,False,13,1860307750,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L6
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L6|canvas=13,deployable_canvas_actions_v1,13,43,b2b8bc7dfc97df580d10272c6f15afe44ba5b65f492be1bf88cbe109e9e76b88,True,64,True,True,10,,,0,1bd1fa57b4782e626975fb63e08ab789e4365eece53821617572ab1c0eb7cef5,3.853154565091245,13-16,13,True,13,1860307750,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L6
EXPAND_16,SingleLineInfilling/HumanEval/107/L7|canvas=16,deployable_canvas_actions_v1,16,47,053b9041b3be3aca4b5d170042a1fe55717b4e1fff3b9a4f2bdb36a9c6d18aba,True,64,True,True,13,failed: ,UnitTestFailure,0,c392bf1b9e8e41be56a2e725fd99084f589a40fe85c28f4e46ee5218e4e18398,4.108015058096498,17-24,17,False,10,2089741022,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L7
EXPAND_24,SingleLineInfilling/HumanEval/107/L7|canvas=24,deployable_canvas_actions_v1,24,62,3439ac3b69345befa5b17b5e2d121d6fdd7143b25b31178df3cc736b0b088236,True,64,True,True,24,,,0,ae4b53e014eb91e29088bafdb960c37698146eaf8e9029738d4fb899adb91f4e,5.492245783912949,17-24,17,True,10,2089741022,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L7
EXPAND_32,SingleLineInfilling/HumanEval/107/L7|canvas=32,deployable_canvas_actions_v1,32,56,b9860184d98e884412e6712ca6ca7a4c48555d7d8149920f2920663eb8cfb900,True,64,True,True,29,,,0,6c4b3a0def922b1d98fbf3dc1c7ea77301c906b97add91ad1524550844734571,5.013823873130605,17-24,17,True,10,2089741022,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L7
EXPAND_48,SingleLineInfilling/HumanEval/107/L7|canvas=48,deployable_canvas_actions_v1,48,64,0eeb2a57df59c1a0cbde5055788281fc9892c20f94f7be8e18dd2a02f22c2744,True,64,True,False,48,failed: ,UnitTestFailure,0,28cfc2ac44936f4aea337d41acd005d4d4c976105fac639345811262ce14006e,6.17733014409896,17-24,17,False,10,2089741022,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/107,SingleLineInfilling/HumanEval/107/L7
KEEP_PRIMARY,SingleLineInfilling/HumanEval/107/L7|canvas=10,deployable_canvas_actions_v1,10,43,a5fb77cf8c597063acba489610b8199ba6ddad048f31aeae694fab5277758662,True,64,True,True,8,failed: ,UnitTestFailure,0,d10329014acf328574f619b29ec0c848a34b20f6d5ec2f9b8de0f5ecb4388ae7,3.6660809960449114,17-24,17,False,10,2089741022,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/107,SingleLineInfilling/HumanEval/107/L7
EXPAND_16,SingleLineInfilling/HumanEval/107/L8|canvas=16,deployable_canvas_actions_v1,16,41,b49ab466d7f9213cc38315630667e5398b17856ec467dddfeeb6da72e0be1514,True,64,True,True,11,,,0,51bea5bc519c5e3e3a4aded0a6069caedba46561f69ddba8004b8d22c348fca2,3.660489893052727,9-12,11,True,11,1626227721,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/107,SingleLineInfilling/HumanEval/107/L8
EXPAND_24,SingleLineInfilling/HumanEval/107/L8|canvas=24,deployable_canvas_actions_v1,24,51,152d0089b9ac07acfb249451eea2a11ea9320ec2b74ac3925238388c649443b0,True,64,True,True,20,,,0,18e15d3be07de34fd70965be79d20a1c756f436fa9a39d9a4ceb3134e2e64815,4.540209456114098,9-12,11,True,11,1626227721,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/107,SingleLineInfilling/HumanEval/107/L8
EXPAND_32,SingleLineInfilling/HumanEval/107/L8|canvas=32,deployable_canvas_actions_v1,32,44,085153c08e68d8ff304464204e8ca4f6f730fe28ef0b4293564685988f6f331c,True,64,True,True,23,failed: name 'i_palindrome' is not defined,UnitTestFailure,0,b65f8b2b17f877cd47b5c46f5fb23521c0eb690681fcb109127dd01e1dd87dce,4.275368436006829,9-12,11,False,11,1626227721,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/107,SingleLineInfilling/HumanEval/107/L8
